nim,kode_mk,nilai_angka,nilai_huruf,semester
2320183,SD1201,64,E,6
2320184,IF1201,80,C,4
2320184,SD2201,58,C,1
2320184,SD2101,68,D,1
2320185,SD1101,71,A,6
2320185,SD1201,84,E,1
2320185,SD2301,80,D,6
2320186,SI1101,59,A,3
2320186,IF1101,72,E,2
2320186,IF1201,73,E,3
2320187,SD1102,73,B,6
2320187,IF1101,82,A,5
2320187,SD2101,37,A,5
2320188,SD1201,93,C,1
2320188,SI1201,79,D,2
2320188,SD2401,82,B,5
2320189,SI1201,61,C,3
2320189,SD2301,53,C,2
2320189,SD2101,79,C,3
2320190,SD1202,85,C,3
2320190,SD2101,86,C,4
2320190,IF1101,46,A,6
2320191,SD2301,73,A,4
2320191,SI1201,93,C,2
2320191,SD1102,78,E,4
2320192,SI1201,48,D,2
2320192,SD1101,50,E,3
2320192,SD1102,86,C,5
2320193,SD2301,78,A,4
2320193,SI1201,89,C,3
2320193,SD1201,40,C,6
2320194,SD1102,59,E,3
2320194,SD2201,79,A,5
2320194,SI1101,76,E,6
2320195,SD2201,62,E,6
2320195,SI1101,69,B,1
2320195,IF1201,74,A,3
2320196,SD2301,88,C,3
2320196,SD1202,65,E,4
2320196,SI1201,59,E,4
2320197,IF1201,38,E,4
2320197,SD2401,63,E,6
2320197,SI1201,81,C,6
2320198,SD1202,55,A,6
2320198,SD2201,80,B,5
2320198,SD1101,,C,3
2320199,SD1202,73,B,1
2320199,SI1101,55,C,5
2320199,SD2101,73,B,4
2320200,SD1102,93,C,4
2320200,SD1202,79,E,3
2320200,IF1201,84,E,6
2320201,SD1101,66,E,6
2320201,SD1202,71,D,3
2320201,SD1102,73,D,2
2320202,SD1102,60,A,2
2320202,SI1101,73,B,5
2320202,IF1101,67,E,3
2320203,SD1102,64,B,3
2320203,SD2401,74,A,5
2320203,SD2201,80,E,6
2320204,SI1101,75,E,4
2320204,SD1102,74,B,3
2320204,IF1101,71,B,1
2320205,IF1101,59,E,6
2320205,IF1201,63,E,3
2320205,SD2201,66,E,4
2320206,SD2301,61,C,3
2320206,SD2101,67,C,3
2320206,SI1201,55,B,5
2320207,IF1101,71,D,6
2320207,SD1202,79,D,1
2320207,SD2201,75,D,5
2320208,SD1101,63,E,2
2320208,SI1101,80,C,4
2320208,SD2201,65,C,4
2320209,SD1202,80,D,6
2320209,IF1101,48,C,2
2320209,IF1201,80,E,1
2320210,SD1101,85,C,6
2320210,SI1201,71,E,3
2320210,SD2201,71,E,1
2320211,SD1102,75,D,3
2320211,SD1101,79,D,1
2320211,SD1202,82,C,2
2320212,IF1201,79,E,3
2320212,SD1102,83,C,2
2320212,SD2301,68,E,2
2320213,SD2101,80,C,5
2320213,SD1102,74,A,4
2320213,SD2301,69,C,6
2320214,SD1102,66,D,3
2320214,SD2201,60,C,4
2320214,SD1201,78,C,5
2320215,SD2301,75,D,3
2320215,IF1201,72,A,1
2320215,SI1101,84,B,2
2320216,IF1101,73,E,6
2320216,SD1101,77,D,2
2320216,SD1102,65,E,2
2320217,SD1102,64,B,3
2320217,SI1201,67,B,3
2320217,IF1101,63,E,4
2320218,SD1201,53,E,4
2320218,SD1101,78,D,1
2320218,SI1101,100,C,5
2320219,IF1201,92,C,6
2320219,SI1101,59,A,6
2320219,SD1202,98,C,1
2320220,SD1102,89,C,5
2320220,SI1101,69,B,3
2320220,SD2301,49,E,4
2320221,SD1102,67,B,1
2320221,SD2401,52,B,4
2320221,SD1202,74,D,4
2320222,SD2301,62,C,2
2320222,IF1201,76,A,6
2320222,SI1101,71,D,2
2320223,SD2101,84,D,3
2320223,SD1202,72,C,5
2320223,SD2201,75,E,5
2320224,SD1101,85,C,4
2320224,IF1201,58,E,1
2320224,IF1101,94,C,5
2320225,SD1201,74,E,5
2320225,SD1202,69,D,3
2320225,IF1201,32,C,3
2320226,SD1202,35,A,2
2320226,IF1101,64,E,4
2320226,SD2401,58,B,5
2320227,SD2101,71,D,1
2320227,SD1101,47,A,1
2320227,SD1102,71,C,5
2320228,SD2101,87,C,4
2320228,SD2401,71,A,6
2320228,SD1201,54,E,2
2320229,SD2201,73,C,2
2320229,SD1202,78,A,6
2320229,IF1101,50,E,2
2320230,SI1101,61,E,5
2320230,SD2401,81,C,2
2320230,IF1201,84,C,5
2320231,SD2101,97,C,2
2320231,SI1101,65,C,1
2320231,SD2201,90,C,3
2320232,SD2101,91,C,4
2320232,IF1101,69,E,3
2320232,SD1201,38,A,2
2320233,IF1101,74,D,4
2320233,SD1102,90,C,1
2320233,SI1201,57,E,4
2320234,SD1202,86,C,1
2320234,SD1201,79,B,1
2320234,SD1101,58,A,1
2320235,SD1201,79,B,3
2320235,SD1202,66,C,5
2320235,SI1101,83,A,3
2320236,SD2101,72,E,3
2320236,IF1101,88,C,2
2320236,SD1101,83,B,3
2320237,SD1201,84,B,6
2320237,SI1101,71,A,2
2320237,SD2401,74,D,4
2320238,SD2201,54,E,1
2320238,SD1201,75,B,6
2320238,SD1102,68,B,1
2320239,SD2301,95,C,5
2320239,SD1101,68,D,5
2320239,IF1101,65,C,1
2320240,SD2301,66,E,4
2320240,IF1101,68,D,1
2320240,SI1101,57,C,2
2320241,SD1101,75,E,2
2320241,SD2301,69,C,3
2320241,SI1101,72,B,4
2320242,SI1201,91,C,6
2320242,SD2401,63,A,2
2320242,SD2101,57,D,4
2320243,SD2301,77,C,4
2320243,IF1201,62,C,4
2320243,SI1101,67,B,4
2320244,SD2401,70,D,4
2320244,SD1201,59,C,2
2320244,SD1101,54,A,5
2320245,SD2301,68,D,4
2320245,IF1201,73,D,4
2320245,SD1101,64,D,1
2320246,SD1102,57,B,5
2320246,SI1101,62,B,4
2320246,SD2201,63,B,5
2320247,IF1201,72,D,5
2320247,SD2101,98,C,3
2320247,SD1101,83,D,5
2320248,SD1102,87,C,2
2320248,SD1101,73,B,2
2320248,SD1202,62,E,4
2320249,SD2301,71,B,2
2320249,SD1101,47,E,5
2320249,SD2201,72,B,2
2320250,SI1101,75,B,2
2320250,SD1101,73,C,5
2320250,SD2301,63,C,3
2320251,SD1201,72,C,3
2320251,IF1201,73,C,2
2320251,SI1201,65,E,2
2320252,SD2301,,A,5
2320252,SD1102,64,D,5
2320252,SD1101,46,D,5
2320253,SD1202,49,C,1
2320253,IF1201,92,C,5
2320253,SD2101,78,D,4
2320254,SI1201,79,B,3
2320254,IF1101,65,A,5
2320254,SD2201,79,D,1
2320255,SD1102,63,C,5
2320255,SD2401,74,D,4
2320255,IF1101,52,E,5
2320256,SD2401,87,C,5
2320256,SD2301,64,D,1
2320256,SD1102,86,C,1
2320257,SD1201,61,A,1
2320257,SD1102,89,C,4
2320257,SD1202,78,C,2
2320258,SI1101,53,E,3
2320258,SD1201,71,C,4
2320258,SD2101,64,D,3
2320259,SI1101,75,E,1
2320259,SD1201,73,E,1
2320259,SI1201,83,E,2
2320260,SD2401,64,D,6
2320260,SD1101,61,D,5
2320260,IF1201,77,D,6
2320261,IF1101,61,E,2
2320261,SD2201,61,C,2
2320261,SD2401,,A,2
2320262,SD1201,52,A,2
2320262,SD1202,67,C,5
2320262,SI1201,74,B,6
2320263,IF1101,70,B,2
2320263,IF1201,46,D,1
2320263,SD2301,71,A,1
2320264,SD2101,66,B,3
2320264,SD1201,77,E,2
2320264,SD2301,64,C,3
2320265,SD1101,61,B,4
2320265,SD1201,,E,3
2320265,SD2401,87,C,5
2320266,SD2401,80,A,3
2320266,SD1102,92,C,1
2320266,IF1101,73,C,1
2320267,SI1201,84,D,2
2320267,SD1201,68,B,2
2320267,SD2401,60,C,3
2320268,SD1102,86,C,2
2320268,SD2201,73,D,3
2320268,SD1201,63,D,1
2320269,SD2401,74,D,1
2320269,SD1201,36,E,4
2320269,SD1101,81,A,5
2320270,IF1101,64,A,4
2320270,SD2301,54,D,4
2320270,SD2201,84,E,5
2320271,SD2301,76,B,4
2320271,SD1101,70,D,4
2320271,SD1102,75,E,3
2320272,SD1101,51,C,1
2320272,SD1202,77,B,6
2320272,SD2301,58,C,6
2320273,SD2101,71,E,6
2320273,SI1201,58,A,3
2320273,SD1101,96,C,2
2320274,IF1101,58,A,4
2320274,SD1201,100,C,3
2320274,SD1102,59,B,3
2320275,SD2201,70,E,4
2320275,IF1201,64,B,1
2320275,SD1201,41,E,5
2320276,SD2401,75,C,1
2320276,SI1101,79,D,1
2320276,SD2201,52,A,5
2320277,SD2201,84,D,1
2320277,SD2401,72,C,3
2320277,SI1101,95,C,5
2320278,SD1102,75,A,3
2320278,SD1201,66,A,1
2320278,IF1201,82,D,3
2320279,SD2301,69,D,3
2320279,SD1102,50,D,1
2320279,SD2101,96,C,4
2320280,SD2101,61,B,6
2320280,SD1102,76,B,5
2320280,SI1101,98,C,3
2320281,SI1201,70,B,1
2320281,SD1101,84,C,6
2320281,IF1201,76,E,4
2320282,SD2201,54,D,5
2320282,IF1201,94,C,3
2320282,SD2101,75,E,1
2320283,SD2301,70,E,2
2320283,SD2401,78,E,5
2320283,IF1201,,D,4
2320284,SD1201,80,C,4
2320284,IF1201,74,B,3
2320284,IF1101,60,C,2
2320285,SD1202,64,B,3
2320285,SD1101,72,D,3
2320285,SD1102,83,D,1
2320286,SD1201,63,A,6
2320286,SD1102,71,E,2
2320286,IF1201,55,B,2
2320287,SD2401,67,D,2
2320287,SD2101,80,A,1
2320287,SI1101,82,D,3
2320288,IF1101,73,B,5
2320288,SD1201,,A,4
2320288,IF1201,84,D,6
2320289,SD1102,62,D,6
2320289,IF1101,69,C,4
2320289,SD1201,61,D,3
2320290,SD2201,67,A,5
2320290,SI1101,87,C,1
2320290,SD1101,51,D,2
2320291,SI1201,69,B,4
2320291,SD2301,50,C,6
2320291,SD2101,90,C,3
2320292,IF1201,66,E,3
2320292,SD2301,73,C,5
2320292,SD1202,77,D,5
2320293,SI1101,100,C,3
2320293,SD2101,86,C,5
2320293,IF1101,95,C,4
2320294,SD2201,57,C,2
2320294,SI1101,70,E,4
2320294,SD1201,75,B,5
2320295,SD2401,78,B,1
2320295,SI1201,79,E,4
2320295,SI1101,81,C,5
2320296,SD1201,,E,3
2320296,IF1101,73,D,6
2320296,SD2401,67,D,2
2320297,SD2301,79,D,2
2320297,SI1101,53,D,3
2320297,SD1202,,E,4
2320298,IF1101,,D,4
2320298,SD1101,77,C,5
2320298,SD1201,62,B,4
2320299,SD1102,72,C,4
2320299,SD2201,73,A,2
2320299,SD1202,61,D,1
2320300,IF1101,65,C,5
2320300,SD1201,67,A,1
2320300,SD1202,59,C,4
2420001,SD2101,77,E,4
2420001,IF1201,82,D,6
2420001,IF1101,86,C,1
2420002,IF1201,73,D,5
2420002,SD1201,78,D,2
2420002,SD2101,83,C,5
2420003,IF1201,52,A,3
2420003,SD2201,72,B,5
2420003,SD2101,69,E,5
2420004,SD2101,65,B,1
2420004,SD1202,72,A,1
2420004,IF1201,64,C,6
2420005,SI1201,58,D,5
2420005,SD2201,71,E,4
2420005,SD1101,69,C,2
2420006,SI1201,60,C,1
2420006,SD1201,68,A,6
2420006,IF1201,68,B,1
2420007,SI1201,90,C,4
2420007,SI1101,69,A,6
2420007,SD2201,54,E,1
2420008,IF1101,66,E,5
2420008,SD1102,70,A,3
2420008,SD2401,67,B,2
2420009,SD1201,58,D,6
2420009,SD1102,77,D,2
2420009,IF1101,68,A,5
2420010,SI1101,55,C,2
2420010,SD1202,72,A,3
2420010,SD2101,75,D,3
2420011,SD2201,68,D,2
2420011,SD2101,86,C,5
2420011,SD1201,71,A,6
2420012,SD2201,80,A,4
2420012,SD2101,80,E,6
2420012,SD2401,93,C,6
2420013,SD1101,64,D,3
2420013,SD1102,64,A,4
2420013,IF1101,78,E,5
2420014,SD2401,80,C,3
2420014,SD2201,,B,4
2420014,IF1101,67,A,4
2420015,SD2301,59,C,1
2420015,SD1101,62,A,1
2420015,SI1201,71,A,2
2420016,SD2101,61,B,3
2420016,SD2401,78,C,2
2420016,IF1101,85,C,3
2420017,SD1102,66,E,6
2420017,SD1201,71,A,4
2420017,SD2101,67,C,2
2420018,SD2201,78,C,5
2420018,SD2101,59,A,4
2420018,SD2301,64,E,4
2420019,SD2201,78,A,6
2420019,SD2101,85,C,6
2420019,SD2301,93,C,6
2420020,SD2401,73,B,1
2420020,SD1102,67,D,6
2420020,SD2101,68,E,5
2420021,SD1201,64,C,5
2420021,SD2201,65,E,2
2420021,SD2401,62,C,4
2420022,SI1201,99,C,5
2420022,IF1101,59,A,5
2420022,SD1102,79,B,5
2420023,SD2101,65,A,1
2420023,SD1201,,A,5
2420023,SD1101,77,C,4
2420024,SD1201,63,C,3
2420024,SD1102,85,C,6
2420024,SD2101,67,D,4
2420025,SD1202,56,D,5
2420025,SD1201,74,C,2
2420025,SD2101,57,E,2
2420026,SD1102,61,A,1
2420026,SI1201,64,E,4
2420026,SD2301,60,B,5
2420027,SD1201,57,A,5
2420027,IF1201,54,D,5
2420027,SD2101,80,A,5
2420028,SI1101,62,B,6
2420028,IF1201,,C,5
2420028,IF1101,74,E,5
2420029,SD1202,91,C,3
2420029,SD1101,73,B,1
2420029,SD1201,72,C,1
2420030,IF1101,59,B,6
2420030,SI1101,81,B,2
2420030,SI1201,79,C,5
2420031,SD2201,71,C,2
2420031,SD2401,69,E,4
2420031,SD2101,68,E,5
2420032,SD2201,53,D,6
2420032,SD1102,78,A,4
2420032,SD1201,72,A,1
2420033,IF1101,66,D,3
2420033,SD1202,86,C,6
2420033,SD2101,77,E,3
2420034,SD1201,93,C,4
2420034,SI1101,75,C,5
2420034,SD1202,62,B,6
2420035,SD2101,72,D,4
2420035,IF1201,82,B,3
2420035,SD2201,82,E,4
2420036,IF1201,85,C,6
2420036,SD2201,74,A,2
2420036,SD2101,80,E,1
2420037,SD2201,78,B,2
2420037,IF1201,73,C,2
2420037,SD1201,76,C,1
2420038,SD2101,76,A,6
2420038,SD1202,88,C,5
2420038,SD1101,58,E,6
2420039,SD2101,68,D,5
2420039,SD2401,51,A,5
2420039,SI1201,53,D,2
2420040,SD1202,59,E,6
2420040,SD1101,75,C,5
2420040,SD2201,61,C,1
2420041,SD2301,73,D,2
2420041,SD2201,52,A,1
2420041,SD2401,81,A,3
2420042,SD2101,82,C,4
2420042,SI1201,77,D,4
2420042,SD2301,56,A,6
2420043,SI1201,82,C,3
2420043,SD1202,81,A,5
2420043,SD2201,59,B,2
2420044,SD1101,57,D,4
2420044,SD1202,72,E,4
2420044,IF1201,80,A,5
2420045,SD1202,79,C,2
2420045,SD2401,45,C,5
2420045,SD2301,56,D,3
2420046,IF1101,71,B,4
2420046,SD1102,82,E,4
2420046,SD1202,67,C,3
2420047,SI1201,68,E,1
2420047,IF1101,58,D,1
2420047,SD2101,61,C,3
2420048,SI1101,73,D,1
2420048,SD1102,91,C,1
2420048,SD1202,76,C,3
2420049,SD1101,,E,6
2420049,SI1201,85,C,3
2420049,SD1201,53,A,1
2420050,SD2201,59,C,1
2420050,IF1201,74,B,3
2420050,SD2101,71,C,2
2420051,SD2301,39,A,4
2420051,SD1101,66,B,4
2420051,SD2201,81,D,5
2420052,SD2301,91,C,6
2420052,SI1201,68,E,6
2420052,IF1101,51,E,4
2420053,SI1201,,A,2
2420053,SD1102,67,E,6
2420053,SD2301,50,E,1
2420054,SI1101,76,C,1
2420054,SI1201,63,A,5
2420054,SD1202,64,C,4
2420055,SD1202,78,B,5
2420055,SD2301,83,D,4
2420055,SI1101,,D,2
2420056,IF1201,71,A,6
2420056,SD1201,68,B,6
2420056,IF1101,71,D,5
2420057,SD2201,,A,3
2420057,SD1202,75,C,6
2420057,SD1201,66,A,1
2420058,SD2401,83,A,2
2420058,SI1201,51,C,1
2420058,SI1101,,E,3
2420059,SD1202,55,A,5
2420059,SI1101,84,B,5
2420059,SD2301,76,E,6
2420060,SI1101,83,E,5
2420060,SD2201,66,C,6
2420060,IF1201,87,C,4
2420061,IF1101,60,E,4
2420061,SD2301,60,D,5
2420061,SI1101,60,D,4
2420062,SD2201,85,C,4
2420062,SD2101,58,E,4
2420062,SD1102,65,C,2
2420063,SI1201,81,D,5
2420063,SD1102,83,E,2
2420063,SD1101,70,A,2
2420064,SD2201,80,C,6
2420064,SD1201,65,D,4
2420064,IF1101,57,D,3
2420065,SD2301,81,C,5
2420065,SI1101,76,E,6
2420065,SD1102,66,D,5
2420066,SI1201,70,A,2
2420066,SD1101,61,E,4
2420066,SD1201,68,B,5
2420067,SD1101,68,C,1
2420067,SD2101,81,A,4
2420067,SD1202,74,C,5
2420068,SD2301,76,E,3
2420068,SD2101,83,B,3
2420068,IF1201,90,C,6
2420069,SD2201,72,A,5
2420069,SI1101,75,C,6
2420069,IF1201,60,C,3
2420070,SD1201,76,D,3
2420070,SD2301,66,D,6
2420070,SI1201,89,C,2
2420071,SD2401,83,D,3
2420071,IF1201,59,E,5
2420071,SD2201,79,C,6
2420072,SD1101,77,C,5
2420072,SD1201,60,E,4
2420072,SI1101,76,D,3
2420073,SD2401,72,E,3
2420073,IF1101,62,E,6
2420073,SI1201,59,C,4
2420074,SI1201,70,C,3
2420074,SI1101,76,E,2
2420074,SD2301,56,B,5
2420075,SD1201,70,C,4
2420075,IF1101,90,C,5
2420075,IF1201,89,C,6
2420076,SD1201,51,D,6
2420076,SD1101,62,C,2
2420076,SD2301,56,B,1
2420077,SD1101,81,A,4
2420077,SD1102,74,E,6
2420077,SI1101,80,B,3
2420078,SD1201,74,B,6
2420078,SD2301,,B,2
2420078,SD2201,79,B,5
2420079,SI1201,67,E,3
2420079,SD1101,66,B,4
2420079,SD2301,60,A,3
2420080,SI1101,77,B,3
2420080,SD1201,84,A,2
2420080,SD2401,59,A,6
2420081,IF1101,73,C,2
2420081,SD1101,76,A,5
2420081,SI1101,57,E,5
2420082,IF1201,57,E,6
2420082,SD1101,61,D,6
2420082,SD2401,79,B,1
2420083,SD2201,76,E,6
2420083,IF1101,63,B,1
2420083,SD1101,68,C,1
2420084,SD1102,80,A,5
2420084,SD2401,75,B,6
2420084,SD2201,63,D,1
2420085,IF1101,69,B,5
2420085,SD1101,65,D,3
2420085,SD1102,70,E,5
2420086,SD1201,88,C,1
2420086,SD2301,61,D,5
2420086,SD2201,77,C,2
2420087,SD2301,62,B,2
2420087,SI1101,66,A,2
2420087,SD1201,71,E,2
2420088,SD2201,78,A,3
2420088,SI1101,52,A,6
2420088,SD1102,61,A,2
2420089,SD1201,77,E,6
2420089,IF1201,57,E,4
2420089,SD1101,63,B,5
2420090,SD2301,75,B,5
2420090,IF1101,88,C,3
2420090,IF1201,57,D,4
2420091,SI1101,74,A,6
2420091,SD2101,60,A,1
2420091,IF1201,74,B,3
2420092,SD1202,68,B,6
2420092,SI1201,69,A,2
2420092,SD2101,77,C,3
2420093,IF1101,,C,1
2420093,SD2101,72,B,4
2420093,SD1102,76,E,3
2420094,SD1201,78,D,4
2420094,SD2401,53,B,2
2420094,SD1102,66,A,4
2420095,SD1101,90,C,2
2420095,SD2101,88,C,2
2420095,SD2301,60,B,1
2420096,SD1102,70,D,1
2420096,SD2101,60,C,3
2420096,SD2401,86,C,3
2420097,SD2401,68,B,5
2420097,SD1202,58,B,3
2420097,SI1201,66,B,1
2420098,SD1102,57,B,5
2420098,SD2301,92,C,1
2420098,SD1101,75,A,3
2420099,SD2201,75,D,4
2420099,IF1201,79,E,1
2420099,IF1101,100,C,5
2420100,SD1102,52,D,3
2420100,SD2201,76,D,5
2420100,IF1101,71,E,3
2420101,SI1201,67,C,1
2420101,SD2401,51,E,2
2420101,SD1201,68,E,2
2420102,SD1101,82,B,5
2420102,IF1201,67,E,4
2420102,SI1101,71,A,6
2420103,SD1202,67,B,5
2420103,IF1201,61,B,4
2420103,SD1102,75,D,2
2420104,SD1101,69,B,3
2420104,SD1202,87,C,5
2420104,SI1101,74,E,6
2420105,SD1102,73,D,6
2420105,SD1201,78,B,5
2420105,IF1201,78,C,2
2420106,SD2301,70,D,2
2420106,SI1101,71,A,3
2420106,SD2101,54,A,3
2420107,SD1202,77,D,2
2420107,SD2401,58,E,2
2420107,IF1201,55,A,6
2420108,SI1201,57,D,2
2420108,IF1101,71,E,6
2420108,IF1201,76,A,2
2420109,SD1102,68,C,6
2420109,IF1101,64,B,6
2420109,SD2301,52,E,2
2420110,SD1102,66,D,4
2420110,SD2201,88,C,1
2420110,IF1101,75,C,5
2420111,SD1202,55,C,3
2420111,SD2401,64,E,2
2420111,SI1101,81,A,1
2420112,SI1201,64,E,1
2420112,SD2101,57,D,6
2420112,SD1202,76,E,3
2420113,SI1201,71,B,5
2420113,SD1102,88,C,2
2420113,SD1201,74,A,6
2420114,SI1101,92,C,6
2420114,SD1102,76,A,3
2420114,SD1101,74,A,4
2420115,SI1101,69,A,1
2420115,SI1201,64,D,2
2420115,SD2201,88,C,1
2420116,SD2101,90,C,1
2420116,IF1101,57,B,2
2420116,SD2201,61,C,4
2420117,SD1201,85,C,2
2420117,IF1101,68,E,3
2420117,SD2101,79,B,6
2420118,SD1101,99,C,3
2420118,SD1201,85,C,4
2420118,SD1202,69,E,3
2420119,SD2101,46,D,5
2420119,SD1101,53,A,5
2420119,SD1202,86,C,3
2420120,IF1201,59,A,3
2420120,SI1101,80,D,5
2420120,SD1201,55,D,6
2420121,IF1201,89,C,6
2420121,SD1201,78,C,6
2420121,SD1102,52,D,1
2420122,SD2101,83,C,3
2420122,SD1101,71,C,2
2420122,IF1101,63,E,5
2420123,SD1102,86,C,2
2420123,IF1201,71,D,2
2420123,SD2401,72,D,1
2420124,IF1101,79,B,1
2420124,SD1101,68,D,6
2420124,SD1202,49,E,1
2420125,SD2201,79,C,2
2420125,SD1202,64,A,2
2420125,SD2301,72,A,5
2420126,SI1101,78,C,2
2420126,IF1101,81,B,4
2420126,SD2201,83,E,2
2420127,SD2401,74,B,4
2420127,IF1101,69,C,2
2420127,SD1101,78,A,4
2420128,IF1201,77,D,3
2420128,SD1101,79,B,6
2420128,SI1201,46,B,6
2420129,SD2301,77,E,5
2420129,SD1102,77,D,1
2420129,IF1201,76,A,2
2420130,IF1201,41,D,4
2420130,SD1202,84,C,5
2420130,SD1101,67,E,2
2420131,SD2101,86,C,2
2420131,SD1202,96,C,6
2420131,SD2401,62,D,5
2420132,SD1201,77,E,2
2420132,SI1201,72,C,1
2420132,SD2101,71,C,3
2420133,SD1202,71,A,4
2420133,SI1201,64,B,2
2420133,SD2401,83,E,1
2420134,SI1201,87,C,4
2420134,SD2301,69,C,5
2420134,IF1201,80,B,1
2420135,SI1101,81,E,5
2420135,SI1201,66,C,3
2420135,SD2101,,E,2
2420136,SI1201,78,B,2
2420136,SD1101,53,C,4
2420136,SD2101,81,E,3
2420137,SI1101,93,C,2
2420137,SD2401,,C,4
2420137,IF1101,84,C,2
2420138,SD2301,52,A,3
2420138,IF1201,78,C,5
2420138,SD2201,69,A,3
2420139,SD2301,71,C,6
2420139,SI1101,67,B,5
2420139,SD1101,82,D,1
2420140,SD2301,67,A,6
2420140,SD1201,76,E,3
2420140,SD1101,59,A,6
2420141,SD2401,46,B,4
2420141,SD2301,61,D,4
2420141,IF1101,65,B,2
2420142,SD1101,68,C,1
2420142,SD2401,69,D,6
2420142,IF1201,74,A,4
2420143,SD2301,74,C,6
2420143,SD1201,80,D,6
2420143,SD2101,62,B,5
2420144,SD2301,81,C,2
2420144,IF1101,63,B,4
2420144,SD1102,75,B,4
2420145,SD2301,81,B,6
2420145,IF1101,75,E,4
2420145,SI1101,67,E,3
2420146,SI1101,76,B,3
2420146,SD2101,76,E,1
2420146,SD1102,49,C,4
2420147,SD1202,75,C,3
2420147,IF1201,87,C,5
2420147,SD2401,73,B,3
2420148,SD1102,,C,3
2420148,SD2101,67,C,5
2420148,IF1101,78,B,2
2420149,SD1202,80,C,1
2420149,SI1201,80,A,3
2420149,SD1101,64,B,1
2420150,SD1102,67,E,4
2420150,SD2301,55,C,2
2420150,IF1201,84,D,4
2420151,SD1201,59,D,4
2420151,SI1101,63,E,3
2420151,SI1201,51,C,1
2420152,SD2401,69,A,3
2420152,SI1201,68,D,5
2420152,SD1202,74,B,5
2420153,SD2401,82,C,6
2420153,SI1201,78,E,3
2420153,SD1101,74,C,3
2420154,IF1201,89,C,6
2420154,SI1201,58,E,2
2420154,SD1102,59,D,5
2420155,IF1101,,C,1
2420155,SD2301,82,C,2
2420155,SI1101,55,B,5
2420156,IF1101,63,D,3
2420156,SD1101,70,D,6
2420156,SD2301,83,D,5
2420157,SD2301,79,E,5
2420157,SD1101,57,B,2
2420157,SD2401,49,A,2
2420158,SD1101,85,C,1
2420158,SD1102,67,C,5
2420158,IF1101,68,A,1
2420159,SI1201,63,C,6
2420159,SD2201,68,E,5
2420159,SD1101,77,D,6
2420160,SD1201,69,C,5
2420160,SD2301,87,C,5
2420160,SD1102,75,E,1
2420161,SD1202,64,B,1
2420161,SD2301,74,D,6
2420161,SD1101,67,E,1
2420162,SD2301,79,B,2
2420162,IF1101,93,C,2
2420162,SI1101,45,A,2
2420163,IF1101,59,D,2
2420163,SI1101,64,C,4
2420163,IF1201,64,C,6
2420164,SD1101,,B,3
2420164,IF1201,61,D,1
2420164,SD2301,43,B,2
2420165,SD2201,56,D,1
2420165,IF1101,82,D,3
2420165,SD2401,54,E,6
2420166,SI1201,77,B,3
2420166,IF1101,,B,3
2420166,SD2201,64,A,3
2420167,SD2201,55,B,1
2420167,SD2101,74,B,4
2420167,IF1101,56,B,1
2420168,SD2301,74,A,2
2420168,IF1201,93,C,3
2420168,SD2401,79,E,3
2420169,SD1102,60,E,4
2420169,SI1101,84,B,1
2420169,SD1202,77,E,1
2420170,SD1202,85,C,6
2420170,SI1101,,C,4
2420170,SD1101,60,A,2
2420171,IF1101,78,A,4
2420171,SD2201,,D,4
2420171,SD2101,84,C,6
2420172,SD1102,79,A,4
2420172,IF1101,79,C,1
2420172,IF1201,67,A,2
2420173,SD1202,82,B,4
2420173,SI1101,48,E,3
2420173,IF1201,75,A,5
2420174,SD1201,65,A,3
2420174,IF1101,57,C,3
2420174,SI1201,70,E,6
2420175,SD2401,69,D,4
2420175,SD2301,48,A,5
2420175,IF1201,85,C,2
2420176,SD2101,83,D,4
2420176,SD2201,86,C,6
2420176,SI1201,67,E,5
2420177,SD2301,52,E,4
2420177,SD1102,71,C,4
2420177,SI1201,82,A,2
2420178,IF1101,51,A,5
2420178,SD2101,65,A,5
2420178,SD2301,74,A,2
2420179,SI1201,68,A,3
2420179,SD2101,76,A,3
2420179,SD2201,78,A,6
2420180,SD2401,62,B,4
2420180,SD2101,91,C,1
2420180,SD2201,72,B,2
2420181,IF1101,52,C,5
2420181,SI1201,55,E,4
2420181,SD1202,75,B,2
2420182,SD1202,79,E,3
2420182,IF1101,75,B,3
2420182,SD1101,86,C,5
2420183,SD2101,,A,6
2420183,SD1101,70,D,4
2420183,SD2401,54,E,6
2420184,SD2201,60,D,4
2420184,IF1201,92,C,4
2420184,SD1102,46,B,3
2420185,SD2401,99,C,1
2420185,SI1101,66,D,3
2420185,SD1202,65,A,1
2420186,SI1201,68,B,3
2420186,SD1202,76,E,6
2420186,SD2301,91,C,2
2420187,IF1101,68,A,4
2420187,SI1201,64,C,4
2420187,SD1102,83,D,6
2420188,SD2101,61,B,4
2420188,SI1101,56,D,1
2420188,IF1101,70,B,4
2420189,SD2101,88,C,1
2420189,IF1201,61,E,2
2420189,SD2401,75,E,2
2420190,SD2201,72,A,4
2420190,SD2301,,E,5
2420190,IF1101,,B,5
2420191,SD2301,78,C,6
2420191,SD1102,63,A,1
2420191,SD1202,54,A,1
2420192,SI1201,49,C,4
2420192,SD2401,63,B,3
2420192,IF1101,74,B,3
2420193,SD1202,76,D,5
2420193,IF1101,41,B,5
2420193,SD1102,64,D,2
2420194,SD2301,49,D,4
2420194,SD2101,75,D,2
