nim,kode_mk,tanggal,pertemuan_ke,status,jam_masuk
2320031,SD2401,2023-11-24,13,-,
2320031,SD2401,2023-12-01,14,HADIR,9:00
2320031,SD1201,2023-09-01,1,-,
2320031,SD1201,2023-09-08,2,H,7:30
2320031,SD1201,2023-09-15,3,hadir,8:45
2320031,SD1201,2023-09-22,4,IZIN,7:15
2320031,SD1201,2023-09-29,5,IZIN,9:15
2320031,SD1201,2023-10-06,6,izin,9:00
2320031,SD1201,2023-10-13,7,sakit,7:30
2320031,SD1201,2023-10-20,8,SAKIT,9:00
2320031,SD1201,2023-10-27,9,SAKIT,7:00
2320031,SD1201,2023-11-03,10,H,8:15
2320031,SD1201,2023-11-10,11,HADIR,9:00
2320031,SD1201,2023-11-17,12,HADIR,8:15
2320031,SD1201,2023-11-24,13,sakit,8:45
2320031,SD1201,2023-12-01,14,hadir,7:15
2320031,SD2101,2023-09-01,1,izin,7:15
2320031,SD2101,2023-09-08,2,HADIR,9:15
2320031,SD2101,2023-09-15,3,hadir,9:15
2320031,SD2101,2023-09-22,4,SAKIT,8:45
2320031,SD2101,2023-09-29,5,sakit,7:15
2320031,SD2101,2023-10-06,6,H,9:15
2320031,SD2101,2023-10-13,7,izin,8:15
2320031,SD2101,2023-10-20,8,alpa,
2320031,SD2101,2023-10-27,9,HADIR,9:30
2320031,SD2101,2023-11-03,10,IZIN,7:30
2320031,SD2101,2023-11-10,11,-,
2320031,SD2101,2023-11-17,12,IZIN,9:45
2320031,SD2101,2023-11-24,13,IZIN,7:30
2320031,SD2101,2023-12-01,14,H,7:15
2320032,IF1201,2023-09-01,1,-,
2320032,IF1201,2023-09-08,2,H,9:00
2320032,IF1201,2023-09-15,3,H,9:15
2320032,IF1201,2023-09-22,4,H,8:15
2320032,IF1201,2023-09-29,5,sakit,8:30
2320032,IF1201,2023-10-06,6,H,9:30
2320032,IF1201,2023-10-13,7,-,
2320032,IF1201,2023-10-20,8,izin,7:00
2320032,IF1201,2023-10-27,9,alpa,
2320032,IF1201,2023-11-03,10,-,
2320032,IF1201,2023-11-10,11,-,
2320032,IF1201,2023-11-17,12,ALPA,
2320032,IF1201,2023-11-24,13,SAKIT,9:15
2320032,IF1201,2023-12-01,14,alpa,
2320032,SD2301,2023-09-01,1,HADIR,9:45
2320032,SD2301,2023-09-08,2,-,
2320032,SD2301,15/09/2023,3,alpa,
2320032,SD2301,2023-09-22,4,hadir,8:00
2320032,SD2301,2023-09-29,5,-,
2320032,SD2301,2023-10-06,6,izin,9:00
2320032,SD2301,2023-10-13,7,SAKIT,8:15
2320032,SD2301,2023-10-20,8,H,9:15
2320032,SD2301,27/10/2023,9,HADIR,9:45
2320032,SD2301,2023-11-03,10,SAKIT,8:15
2320032,SD2301,2023-11-10,11,ALPA,
2320032,SD2301,17/11/2023,12,-,
2320032,SD2301,2023-11-24,13,-,
2320032,SD2301,2023-12-01,14,H,7:30
2320032,SD1202,2023-09-01,1,HADIR,8:30
2320032,SD1202,2023-09-08,2,H,7:00
2320032,SD1202,2023-09-15,3,ALPA,
2320032,SD1202,2023-09-22,4,-,
2320032,SD1202,29/09/2023,5,H,9:45
2320032,SD1202,2023-10-06,6,ALPA,
2320032,SD1202,2023-10-13,7,SAKIT,8:00
2320032,SD1202,2023-10-20,8,-,
2320032,SD1202,2023-10-27,9,ALPA,
2320032,SD1202,2023-11-03,10,-,
2320032,SD1202,2023-11-10,11,HADIR,9:45
2320032,SD1202,2023-11-17,12,H,9:45
2320032,SD1202,2023-11-24,13,hadir,7:45
2320032,SD1202,2023-12-01,14,-,
2320033,SI1201,2023-09-01,1,alpa,
2320033,SI1201,2023-09-08,2,sakit,7:30
2320033,SI1201,2023-09-15,3,ALPA,
2320033,SI1201,2023-09-22,4,alpa,
2320033,SI1201,2023-09-29,5,SAKIT,9:00
2320033,SI1201,2023-10-06,6,HADIR,9:45
2320033,SI1201,2023-10-13,7,SAKIT,9:45
2320033,SI1201,2023-10-20,8,H,7:15
2320033,SI1201,2023-10-27,9,hadir,9:15
2320033,SI1201,2023-11-03,10,hadir,7:45
2320033,SI1201,2023-11-10,11,izin,9:15
2320033,SI1201,2023-11-17,12,sakit,7:15
2320033,SI1201,2023-11-24,13,HADIR,7:00
2320033,SI1201,2023-12-01,14,H,8:30
2320033,SD2201,2023-09-01,1,alpa,
2320033,SD2201,2023-09-08,2,IZIN,7:45
2320033,SD2201,2023-09-15,3,SAKIT,9:30
2320033,SD2201,2023-09-22,4,alpa,
2320033,SD2201,2023-09-29,5,ALPA,
2320033,SD2201,2023-10-06,6,izin,7:45
2320033,SD2201,2023-10-13,7,hadir,9:45
2320033,SD2201,2023-10-20,8,-,
2320033,SD2201,2023-10-27,9,IZIN,8:30
2320033,SD2201,2023-11-03,10,SAKIT,8:00
2320033,SD2201,2023-11-10,11,sakit,9:00
2320033,SD2201,2023-11-17,12,H,7:15
2320033,SD2201,2023-11-24,13,hadir,7:30
2320033,SD2201,2023-12-01,14,H,8:45
2320033,SD1102,2023-09-01,1,hadir,7:00
2320033,SD1102,2023-09-08,2,IZIN,7:45
2320033,SD1102,2023-09-15,3,sakit,8:00
2320033,SD1102,2023-09-22,4,sakit,7:00
2320033,SD1102,2023-09-29,5,IZIN,9:30
2320033,SD1102,2023-10-06,6,alpa,
2320033,SD1102,2023-10-13,7,H,8:30
2320033,SD1102,2023-10-20,8,izin,8:30
2320033,SD1102,2023-10-27,9,-,
2320033,SD1102,2023-11-03,10,izin,9:15
2320033,SD1102,2023-11-10,11,hadir,9:30
2320033,SD1102,2023-11-17,,ALPA,
2320033,SD1102,2023-11-24,13,ALPA,
2320033,SD1102,2023-12-01,14,IZIN,9:15
2320034,SI1101,2023-09-01,1,-,
2320034,SI1101,2023-09-08,2,sakit,7:00
2320034,SI1101,2023-09-15,3,alpa,
2320034,SI1101,2023-09-22,4,SAKIT,7:15
2320034,SI1101,2023-09-29,5,alpa,
2320034,SI1101,2023-10-06,6,alpa,
2320034,SI1101,2023-10-13,7,alpa,
2320034,SI1101,2023-10-20,8,sakit,7:00
2320034,SI1101,2023-10-27,9,ALPA,
2320034,SI1101,2023-11-03,10,alpa,
2320034,SI1101,2023-11-10,11,SAKIT,7:45
2320034,SI1101,2023-11-17,12,-,
2320034,SI1101,2023-11-24,13,H,8:00
2320034,SI1101,2023-12-01,14,ALPA,
2320034,SI1201,2023-09-01,1,sakit,7:15
2320034,SI1201,2023-09-08,2,SAKIT,7:00
2320034,SI1201,2023-09-15,3,alpa,
2320034,SI1201,2023-09-22,4,alpa,
2320034,SI1201,2023-09-29,5,izin,7:15
2320034,SI1201,2023-10-06,6,sakit,8:45
2320034,SI1201,2023-10-13,7,alpa,
2320034,SI1201,2023-10-20,8,ALPA,
2320034,SI1201,2023-10-27,9,hadir,8:15
2320034,SI1201,2023-11-03,10,ALPA,
2320034,SI1201,10/11/2023,11,izin,9:30
2320034,SI1201,2023-11-17,12,izin,8:15
2320034,SI1201,2023-11-24,13,-,
2320034,SI1201,2023-12-01,14,IZIN,7:45
2320034,IF1201,2023-09-01,1,hadir,8:45
2320034,IF1201,2023-09-08,2,SAKIT,8:30
2320034,IF1201,2023-09-15,3,-,
2320034,IF1201,2023-09-22,4,hadir,8:30
2320034,IF1201,2023-09-29,5,sakit,7:45
2320034,IF1201,2023-10-06,6,HADIR,7:30
2320034,IF1201,2023-10-13,7,IZIN,9:00
2320034,IF1201,2023-10-20,8,hadir,9:30
2320034,IF1201,27/10/2023,9,sakit,8:45
2320034,IF1201,2023-11-03,10,ALPA,
2320034,IF1201,2023-11-10,11,alpa,
2320034,IF1201,2023-11-17,,IZIN,8:30
2320034,IF1201,2023-11-24,13,H,9:00
2320034,IF1201,2023-12-01,14,IZIN,8:00
2320035,SI1101,2023-09-01,1,izin,7:00
2320035,SI1101,2023-09-08,2,IZIN,8:00
2320035,SI1101,2023-09-15,3,H,7:00
2320035,SI1101,2023-09-22,4,HADIR,9:15
2320035,SI1101,2023-09-29,5,izin,9:00
2320035,SI1101,2023-10-06,6,izin,8:45
2320035,SI1101,2023-10-13,7,hadir,7:45
2320035,SI1101,2023-10-20,8,izin,7:45
2320035,SI1101,2023-10-27,9,HADIR,8:00
2320035,SI1101,2023-11-03,10,sakit,9:45
2320035,SI1101,2023-11-10,11,SAKIT,8:45
2320035,SI1101,2023-11-17,12,SAKIT,7:00
2320035,SI1101,2023-11-24,13,hadir,8:45
2320035,SI1101,2023-12-01,14,sakit,8:15
2320035,SD1201,2023-09-01,1,ALPA,
2320035,SD1201,2023-09-08,2,IZIN,9:15
2320035,SD1201,2023-09-15,3,izin,9:45
2320035,SD1201,22/09/2023,4,HADIR,8:45
2320035,SD1201,2023-09-29,5,alpa,
2320035,SD1201,2023-10-06,6,sakit,9:30
2320035,SD1201,2023-10-13,7,ALPA,
2320035,SD1201,2023-10-20,8,H,9:15
2320035,SD1201,2023-10-27,9,SAKIT,9:45
2320035,SD1201,2023-11-03,10,alpa,
2320035,SD1201,2023-11-10,11,izin,8:00
2320035,SD1201,2023-11-17,12,sakit,7:00
2320035,SD1201,2023-11-24,13,H,9:00
2320035,SD1201,2023-12-01,14,IZIN,7:45
2320035,IF1201,2023-09-01,1,hadir,8:00
2320035,IF1201,2023-09-08,2,izin,7:15
2320035,IF1201,2023-09-15,3,HADIR,8:30
2320035,IF1201,2023-09-22,4,sakit,8:15
2320035,IF1201,2023-09-29,5,alpa,
2320035,IF1201,2023-10-06,6,izin,8:30
2320035,IF1201,2023-10-13,7,-,
2320035,IF1201,20/10/2023,8,hadir,7:30
2320035,IF1201,2023-10-27,9,alpa,
2320035,IF1201,2023-11-03,10,sakit,9:00
2320035,IF1201,2023-11-10,11,alpa,
2320035,IF1201,2023-11-17,12,sakit,9:00
2320035,IF1201,2023-11-24,13,izin,9:30
2320035,IF1201,2023-12-01,14,ALPA,
2320036,SD1101,2023-09-01,1,H,8:45
2320036,SD1101,2023-09-08,2,IZIN,9:30
2320036,SD1101,2023-09-15,3,hadir,7:15
2320036,SD1101,2023-09-22,4,H,8:15
2320036,SD1101,2023-09-29,5,H,7:45
2320036,SD1101,2023-10-06,6,IZIN,8:30
2320036,SD1101,2023-10-13,7,izin,9:15
2320036,SD1101,2023-10-20,8,SAKIT,9:00
2320036,SD1101,2023-10-27,9,ALPA,
2320036,SD1101,2023-11-03,10,ALPA,
2320036,SD1101,2023-11-10,11,hadir,9:45
2320036,SD1101,2023-11-17,12,SAKIT,7:45
2320036,SD1101,2023-11-24,13,hadir,8:00
2320036,SD1101,2023-12-01,14,alpa,
2320036,SD1102,2023-09-01,1,izin,8:30
2320036,SD1102,2023-09-08,2,SAKIT,7:30
2320036,SD1102,2023-09-15,3,sakit,7:15
2320036,SD1102,2023-09-22,4,HADIR,8:30
2320036,SD1102,2023-09-29,5,SAKIT,9:15
2320036,SD1102,06/10/2023,6,HADIR,7:30
2320036,SD1102,2023-10-13,7,hadir,9:00
2320036,SD1102,2023-10-20,8,hadir,7:15
2320036,SD1102,2023-10-27,9,alpa,
2320036,SD1102,2023-11-03,10,hadir,8:00
2320036,SD1102,2023-11-10,11,hadir,7:15
2320036,SD1102,2023-11-17,12,H,9:30
2320036,SD1102,2023-11-24,13,HADIR,8:15
2320036,SD1102,2023-12-01,14,izin,9:45
2320036,SI1201,2023-09-01,1,-,
2320036,SI1201,2023-09-08,2,alpa,
2320036,SI1201,2023-09-15,3,SAKIT,7:45
2320036,SI1201,2023-09-22,4,alpa,
2320036,SI1201,2023-09-29,5,alpa,
2320036,SI1201,2023-10-06,6,hadir,8:00
2320036,SI1201,2023-10-13,7,IZIN,8:45
2320036,SI1201,2023-10-20,8,sakit,9:00
2320036,SI1201,2023-10-27,9,H,9:15
2320036,SI1201,2023-11-03,10,HADIR,8:00
2320036,SI1201,2023-11-10,11,sakit,9:30
2320036,SI1201,2023-11-17,12,HADIR,8:45
2320036,SI1201,2023-11-24,13,ALPA,
2320036,SI1201,2023-12-01,14,alpa,
2320037,SD2301,2024-09-01,1,izin,8:00
2320037,SD2301,08/09/2024,2,-,
2320037,SD2301,2024-09-15,3,SAKIT,7:45
2320037,SD2301,2024-09-22,4,H,9:15
2320037,SD2301,2024-09-29,5,hadir,8:00
2320037,SD2301,2024-10-06,6,izin,9:00
2320037,SD2301,2024-10-13,7,hadir,9:15
2320037,SD2301,2024-10-20,8,sakit,7:45
2320037,SD2301,2024-10-27,,HADIR,7:00
2320037,SD2301,2024-11-03,10,SAKIT,7:45
2320037,SD2301,2024-11-10,11,HADIR,9:15
2320037,SD2301,2024-11-17,12,H,7:00
2320037,SD2301,2024-11-24,13,alpa,
2320037,SD2301,2024-12-01,14,IZIN,9:30
2320037,IF1201,2024-09-01,1,hadir,7:15
2320037,IF1201,2024-09-08,2,sakit,7:00
2320037,IF1201,2024-09-15,3,izin,7:00
2320037,IF1201,2024-09-22,4,izin,7:30
2320037,IF1201,2024-09-29,5,sakit,7:00
2320037,IF1201,2024-10-06,6,IZIN,8:30
2320037,IF1201,2024-10-13,7,H,8:00
2320037,IF1201,20/10/2024,8,alpa,
2320037,IF1201,2024-10-27,9,alpa,
2320037,IF1201,2024-11-03,10,alpa,
2320037,IF1201,10/11/2024,11,IZIN,7:00
2320037,IF1201,2024-11-17,12,H,7:30
2320037,IF1201,2024-11-24,13,sakit,7:15
2320037,IF1201,2024-12-01,14,izin,7:15
2320037,SD1201,2024-09-01,1,-,
2320037,SD1201,2024-09-08,2,alpa,
2320037,SD1201,2024-09-15,3,sakit,8:00
2320037,SD1201,2024-09-22,4,-,
2320037,SD1201,2024-09-29,5,SAKIT,7:45
2320037,SD1201,2024-10-06,6,alpa,
2320037,SD1201,2024-10-13,7,alpa,
2320037,SD1201,2024-10-20,8,HADIR,9:30
2320037,SD1201,2024-10-27,9,izin,7:30
2320037,SD1201,2024-11-03,10,SAKIT,8:30
2320037,SD1201,2024-11-10,11,IZIN,9:30
2320037,SD1201,2024-11-17,12,SAKIT,8:45
2320037,SD1201,2024-11-24,13,hadir,9:00
2320037,SD1201,2024-12-01,14,-,
2320038,SD2101,2023-09-01,1,-,
2320038,SD2101,2023-09-08,2,ALPA,
2320038,SD2101,2023-09-15,3,sakit,8:00
2320038,SD2101,2023-09-22,4,HADIR,8:15
2320038,SD2101,2023-09-29,5,H,8:00
2320038,SD2101,2023-10-06,6,H,9:15
2320038,SD2101,13/10/2023,7,-,
2320038,SD2101,2023-10-20,8,alpa,
2320038,SD2101,2023-10-27,9,IZIN,9:45
2320038,SD2101,2023-11-03,10,IZIN,9:15
2320038,SD2101,2023-11-10,11,alpa,
2320038,SD2101,2023-11-17,12,IZIN,7:15
2320038,SD2101,2023-11-24,13,sakit,8:15
2320038,SD2101,2023-12-01,14,hadir,9:45
2320038,SD2301,2023-09-01,1,HADIR,7:30
2320038,SD2301,2023-09-08,2,-,
2320038,SD2301,2023-09-15,3,SAKIT,9:15
2320038,SD2301,2023-09-22,4,alpa,
2320038,SD2301,2023-09-29,5,-,
2320038,SD2301,2023-10-06,6,izin,9:00
2320038,SD2301,2023-10-13,7,izin,8:15
2320038,SD2301,2023-10-20,,hadir,8:00
2320038,SD2301,2023-10-27,9,hadir,8:15
2320038,SD2301,2023-11-03,10,H,9:15
2320038,SD2301,2023-11-10,11,SAKIT,8:45
2320038,SD2301,2023-11-17,12,SAKIT,8:15
2320038,SD2301,2023-11-24,13,HADIR,7:15
2320038,SD2301,2023-12-01,14,HADIR,7:15
2320038,SD1201,2023-09-01,1,hadir,8:30
2320038,SD1201,2023-09-08,2,-,
2320038,SD1201,2023-09-15,3,IZIN,9:00
2320038,SD1201,2023-09-22,4,sakit,7:45
2320038,SD1201,2023-09-29,5,SAKIT,7:30
2320038,SD1201,2023-10-06,6,alpa,
2320038,SD1201,2023-10-13,7,ALPA,
2320038,SD1201,2023-10-20,8,hadir,9:00
2320038,SD1201,2023-10-27,9,izin,9:00
2320038,SD1201,2023-11-03,10,ALPA,
2320038,SD1201,2023-11-10,11,izin,8:00
2320038,SD1201,2023-11-17,12,sakit,8:00
2320038,SD1201,2023-11-24,13,ALPA,
2320038,SD1201,2023-12-01,14,hadir,8:00
2320039,SD1201,2023-09-01,1,hadir,9:15
2320039,SD1201,2023-09-08,2,hadir,8:00
2320039,SD1201,2023-09-15,3,-,
2320039,SD1201,22/09/2023,4,IZIN,8:30
2320039,SD1201,2023-09-29,5,hadir,7:30
2320039,SD1201,2023-10-06,6,HADIR,8:00
2320039,SD1201,2023-10-13,7,HADIR,8:30
2320039,SD1201,2023-10-20,8,H,9:00
2320039,SD1201,2023-10-27,9,izin,8:00
2320039,SD1201,2023-11-03,10,izin,9:45
2320039,SD1201,2023-11-10,11,ALPA,
2320039,SD1201,2023-11-17,12,HADIR,8:00
2320039,SD1201,2023-11-24,13,SAKIT,8:30
2320039,SD1201,2023-12-01,14,-,
2320039,IF1101,2023-09-01,1,IZIN,8:00
2320039,IF1101,2023-09-08,2,HADIR,7:15
2320039,IF1101,2023-09-15,3,IZIN,7:00
2320039,IF1101,2023-09-22,4,izin,7:30
2320039,IF1101,2023-09-29,5,hadir,8:00
2320039,IF1101,2023-10-06,6,izin,7:00
2320039,IF1101,2023-10-13,7,sakit,8:00
2320039,IF1101,20/10/2023,8,IZIN,8:45
2320039,IF1101,2023-10-27,9,alpa,
2320039,IF1101,2023-11-03,10,sakit,7:15
2320039,IF1101,2023-11-10,11,hadir,9:15
2320039,IF1101,2023-11-17,12,izin,9:30
2320039,IF1101,2023-11-24,13,H,9:00
2320039,IF1101,2023-12-01,14,ALPA,
2320039,SD1102,2023-09-01,1,SAKIT,7:30
2320039,SD1102,2023-09-08,2,hadir,7:00
2320039,SD1102,2023-09-15,3,alpa,
2320039,SD1102,2023-09-22,4,alpa,
2320039,SD1102,2023-09-29,5,alpa,
2320039,SD1102,2023-10-06,6,IZIN,8:45
2320039,SD1102,2023-10-13,7,hadir,9:30
2320039,SD1102,2023-10-20,8,izin,8:45
2320039,SD1102,2023-10-27,9,-,
2320039,SD1102,2023-11-03,10,HADIR,9:15
2320039,SD1102,2023-11-10,11,ALPA,
2320039,SD1102,2023-11-17,12,HADIR,8:30
2320039,SD1102,2023-11-24,13,izin,7:15
2320039,SD1102,2023-12-01,14,-,
2320040,SD2301,2023-09-01,1,SAKIT,9:45
2320040,SD2301,2023-09-08,2,-,
2320040,SD2301,2023-09-15,3,H,8:30
2320040,SD2301,2023-09-22,4,ALPA,
2320040,SD2301,2023-09-29,5,HADIR,7:00
2320040,SD2301,2023-10-06,6,alpa,
2320040,SD2301,2023-10-13,7,IZIN,7:15
2320040,SD2301,2023-10-20,8,sakit,7:30
2320040,SD2301,2023-10-27,9,alpa,
2320040,SD2301,2023-11-03,10,sakit,7:00
2320040,SD2301,2023-11-10,11,SAKIT,7:00
2320040,SD2301,2023-11-17,12,SAKIT,9:30
2320040,SD2301,2023-11-24,13,sakit,9:45
2320040,SD2301,2023-12-01,14,IZIN,7:30
2320040,SD1101,2023-09-01,1,alpa,
2320040,SD1101,2023-09-08,2,sakit,9:45
2320040,SD1101,2023-09-15,3,H,9:30
2320040,SD1101,2023-09-22,4,alpa,
2320040,SD1101,2023-09-29,5,SAKIT,9:30
2320040,SD1101,2023-10-06,6,izin,7:15
2320040,SD1101,2023-10-13,7,sakit,8:15
2320040,SD1101,2023-10-20,8,sakit,9:45
2320040,SD1101,2023-10-27,9,IZIN,7:00
2320040,SD1101,2023-11-03,10,HADIR,9:00
2320040,SD1101,2023-11-10,11,hadir,7:30
2320040,SD1101,2023-11-17,12,izin,9:15
2320040,SD1101,2023-11-24,13,SAKIT,9:00
2320040,SD1101,2023-12-01,14,SAKIT,7:45
2320040,SI1101,2023-09-01,1,H,9:45
2320040,SI1101,2023-09-08,2,izin,8:00
2320040,SI1101,2023-09-15,3,hadir,8:30
2320040,SI1101,2023-09-22,4,alpa,
2320040,SI1101,2023-09-29,5,izin,9:45
2320040,SI1101,2023-10-06,6,ALPA,
2320040,SI1101,2023-10-13,7,H,9:00
2320040,SI1101,2023-10-20,8,sakit,9:45
2320040,SI1101,2023-10-27,9,SAKIT,7:15
2320040,SI1101,2023-11-03,10,SAKIT,9:30
2320040,SI1101,2023-11-10,11,izin,9:30
2320040,SI1101,2023-11-17,12,ALPA,
2320040,SI1101,2023-11-24,13,hadir,9:45
2320040,SI1101,2023-12-01,14,-,
2320041,IF1201,2023-09-01,1,IZIN,9:15
2320041,IF1201,2023-09-08,2,ALPA,
2320041,IF1201,2023-09-15,3,ALPA,
2320041,IF1201,2023-09-22,4,ALPA,
2320041,IF1201,2023-09-29,5,izin,8:30
2320041,IF1201,2023-10-06,6,alpa,
2320041,IF1201,2023-10-13,7,hadir,7:15
2320041,IF1201,2023-10-20,8,-,
2320041,IF1201,2023-10-27,9,sakit,8:15
2320041,IF1201,03/11/2023,10,ALPA,
2320041,IF1201,2023-11-10,11,SAKIT,9:15
2320041,IF1201,2023-11-17,12,H,8:30
2320041,IF1201,2023-11-24,13,IZIN,9:30
2320041,IF1201,2023-12-01,14,H,9:30
2320041,SD2201,2023-09-01,1,hadir,9:30
2320041,SD2201,2023-09-08,2,H,8:30
2320041,SD2201,2023-09-15,3,izin,8:30
2320041,SD2201,2023-09-22,4,HADIR,7:30
2320041,SD2201,2023-09-29,5,alpa,
2320041,SD2201,2023-10-06,6,H,7:45
2320041,SD2201,2023-10-13,7,IZIN,8:45
2320041,SD2201,20/10/2023,8,HADIR,7:00
2320041,SD2201,2023-10-27,9,H,8:00
2320041,SD2201,2023-11-03,10,HADIR,7:30
2320041,SD2201,2023-11-10,11,hadir,9:00
2320041,SD2201,2023-11-17,12,HADIR,9:00
2320041,SD2201,2023-11-24,13,alpa,
2320041,SD2201,2023-12-01,14,HADIR,9:30
2320041,IF1101,2023-09-01,1,sakit,8:00
2320041,IF1101,2023-09-08,2,H,9:15
2320041,IF1101,2023-09-15,3,izin,8:15
2320041,IF1101,2023-09-22,4,alpa,
2320041,IF1101,2023-09-29,5,sakit,8:30
2320041,IF1101,2023-10-06,6,alpa,
2320041,IF1101,2023-10-13,7,HADIR,7:45
2320041,IF1101,2023-10-20,8,H,8:30
2320041,IF1101,2023-10-27,9,ALPA,
2320041,IF1101,2023-11-03,10,-,
2320041,IF1101,2023-11-10,11,IZIN,8:15
2320041,IF1101,2023-11-17,12,HADIR,7:30
2320041,IF1101,2023-11-24,13,HADIR,8:30
2320041,IF1101,2023-12-01,14,alpa,
2320042,SD2301,2023-09-01,1,sakit,9:45
2320042,SD2301,2023-09-08,2,HADIR,9:15
2320042,SD2301,2023-09-15,3,-,
2320042,SD2301,2023-09-22,4,HADIR,8:30
2320042,SD2301,2023-09-29,5,HADIR,9:45
2320042,SD2301,2023-10-06,6,sakit,9:00
2320042,SD2301,2023-10-13,7,H,8:45
2320042,SD2301,2023-10-20,8,alpa,
2320042,SD2301,2023-10-27,9,HADIR,9:15
2320042,SD2301,2023-11-03,10,HADIR,7:30
2320042,SD2301,10/11/2023,11,izin,9:45
2320042,SD2301,2023-11-17,12,HADIR,8:00
2320042,SD2301,2023-11-24,13,sakit,9:15
2320042,SD2301,2023-12-01,14,izin,8:00
2320042,SD1201,2023-09-01,1,SAKIT,9:30
2320042,SD1201,2023-09-08,2,alpa,
2320042,SD1201,2023-09-15,3,-,
2320042,SD1201,2023-09-22,4,izin,7:30
2320042,SD1201,2023-09-29,5,hadir,8:30
2320042,SD1201,2023-10-06,6,ALPA,
2320042,SD1201,2023-10-13,7,alpa,
2320042,SD1201,2023-10-20,8,IZIN,8:45
2320042,SD1201,2023-10-27,9,alpa,
2320042,SD1201,2023-11-03,10,H,7:30
2320042,SD1201,2023-11-10,11,H,8:15
2320042,SD1201,2023-11-17,12,izin,8:15
2320042,SD1201,2023-11-24,13,HADIR,9:30
2320042,SD1201,2023-12-01,14,IZIN,8:15
2320042,SD2101,2023-09-01,1,ALPA,
2320042,SD2101,2023-09-08,2,alpa,
2320042,SD2101,15/09/2023,3,H,8:15
2320042,SD2101,2023-09-22,4,-,
2320042,SD2101,2023-09-29,5,alpa,
2320042,SD2101,2023-10-06,6,-,
2320042,SD2101,2023-10-13,7,IZIN,7:45
2320042,SD2101,2023-10-20,8,SAKIT,7:45
2320042,SD2101,2023-10-27,9,HADIR,9:15
2320042,SD2101,2023-11-03,10,sakit,7:30
2320042,SD2101,2023-11-10,11,SAKIT,8:00
2320042,SD2101,17/11/2023,12,HADIR,7:00
2320042,SD2101,2023-11-24,13,izin,7:30
2320042,SD2101,01/12/2023,14,-,
2320043,SD2101,2023-09-01,1,IZIN,9:00
2320043,SD2101,2023-09-08,2,H,7:30
2320043,SD2101,2023-09-15,3,-,
2320043,SD2101,2023-09-22,4,izin,9:45
2320043,SD2101,2023-09-29,5,sakit,8:00
2320043,SD2101,2023-10-06,6,sakit,9:00
2320043,SD2101,2023-10-13,7,izin,7:45
2320043,SD2101,2023-10-20,8,ALPA,
2320043,SD2101,2023-10-27,,alpa,
2320043,SD2101,2023-11-03,10,hadir,9:00
2320043,SD2101,10/11/2023,11,ALPA,
2320043,SD2101,2023-11-17,12,izin,7:45
2320043,SD2101,2023-11-24,13,alpa,
2320043,SD2101,2023-12-01,14,ALPA,
2320043,IF1101,01/09/2023,1,alpa,
2320043,IF1101,2023-09-08,2,alpa,
2320043,IF1101,2023-09-15,3,ALPA,
2320043,IF1101,2023-09-22,4,alpa,
2320043,IF1101,2023-09-29,5,H,7:45
2320043,IF1101,2023-10-06,6,IZIN,7:15
2320043,IF1101,2023-10-13,7,alpa,
2320043,IF1101,2023-10-20,8,izin,9:00
2320043,IF1101,2023-10-27,9,HADIR,9:00
2320043,IF1101,2023-11-03,10,HADIR,7:45
2320043,IF1101,2023-11-10,11,IZIN,8:30
2320043,IF1101,2023-11-17,12,ALPA,
2320043,IF1101,2023-11-24,13,-,
2320043,IF1101,2023-12-01,14,-,
2320043,SI1201,2023-09-01,1,ALPA,
2320043,SI1201,08/09/2023,2,HADIR,9:45
2320043,SI1201,2023-09-15,3,SAKIT,7:45
2320043,SI1201,2023-09-22,4,hadir,9:45
2320043,SI1201,2023-09-29,5,SAKIT,7:45
2320043,SI1201,2023-10-06,6,ALPA,
2320043,SI1201,2023-10-13,7,-,
2320043,SI1201,2023-10-20,8,SAKIT,9:15
2320043,SI1201,2023-10-27,9,alpa,
2320043,SI1201,2023-11-03,10,hadir,7:15
2320043,SI1201,2023-11-10,11,-,
2320043,SI1201,2023-11-17,12,izin,7:00
2320043,SI1201,2023-11-24,13,H,8:45
2320043,SI1201,01/12/2023,14,-,
2320044,SI1201,2023-09-01,1,SAKIT,9:30
2320044,SI1201,2023-09-08,2,izin,9:45
2320044,SI1201,2023-09-15,3,IZIN,9:15
2320044,SI1201,22/09/2023,4,izin,8:15
2320044,SI1201,2023-09-29,5,alpa,
2320044,SI1201,2023-10-06,6,IZIN,9:15
2320044,SI1201,2023-10-13,7,hadir,7:15
2320044,SI1201,2023-10-20,8,HADIR,8:15
2320044,SI1201,2023-10-27,9,alpa,
2320044,SI1201,2023-11-03,10,izin,9:30
2320044,SI1201,2023-11-10,11,-,
2320044,SI1201,2023-11-17,12,alpa,
2320044,SI1201,2023-11-24,13,hadir,8:30
2320044,SI1201,2023-12-01,14,izin,7:00
2320044,SD1201,2023-09-01,1,IZIN,7:45
2320044,SD1201,2023-09-08,2,HADIR,9:30
2320044,SD1201,15/09/2023,3,-,
2320044,SD1201,2023-09-22,4,sakit,7:45
2320044,SD1201,29/09/2023,5,alpa,
2320044,SD1201,2023-10-06,6,HADIR,8:45
2320044,SD1201,2023-10-13,7,IZIN,8:45
2320044,SD1201,2023-10-20,8,HADIR,9:45
2320044,SD1201,27/10/2023,9,IZIN,9:15
