transaction_id,outlet_id,customer_id,tanggal_waktu,status,total_bayar
TRX-B250509-1164,OUT-B,CUST-00711,2025-05-09 17:02:00,PAID,54000
TRX-B250509-4168,OUT-B,,2025-05-09 09:16:00,PAID,28000
TRX-B250509-1489,OUT-B,CUST-00105,2025-05-09 19:15:00,PAID,25000
TRX-B250509-7708,OUT-B,CUST-00678,2025-05-09 08:38:00,PAID,47000
TRX-B250509-7317,OUT-B,,2025-05-09 07:01:00,PAID,58000
TRX-B250509-7222,OUT-B,CUST-00094,2025-05-09 13:02:00,PAID,66000
TRX-B250509-9709,OUT-B,CUST-00361,2025-05-09T04:11:00Z,REFUND,53000
TRX-B250509-9355,OUT-B,,2025-05-09 15:03:00,PAID,161000
TRX-B250509-6056,OUT-B,CUST-00628,2025-05-09 12:43:00,PAID,33000
TRX-B250509-4398,OUT-B,,2025-05-09T12:52:00Z,PAID,39000
TRX-B250509-7370,OUT-B,CUST-00162,2025-05-09 13:23:00,PAID,-2000
TRX-B250509-6878,OUT-B,CUST-00008,2025-05-09 19:48:00,PAID,28000
TRX-B250509-4726,OUT-B,,2025-05-09 08:23:00,PAID,22000
TRX-B250509-8668,OUT-B,,2025-05-09 16:04:00,PAID,42000
TRX-B250509-5639,OUT-B,,2025-05-09 20:15:00,PAID,169000
TRX-B250509-7725,OUT-B,CUST-00777,2025-05-09 20:32:00,PAID,178000
TRX-B250509-5740,OUT-B,CUST-00617,2025-05-09 11:49:00,PAID,39000
TRX-B250509-6923,OUT-B,CUST-00529,2025-05-09 15:42:00,PAID,70000
TRX-B250510-6578,OUT-B,CUST-00471,2025-05-10 13:07:00,PAID,61000
TRX-B250510-6792,OUT-B,CUST-00142,2025-05-10 14:29:00,PAID,58000
TRX-B250510-4773,OUT-B,CUST-00358,2025-05-10 20:36:00,PAID,79000
TRX-B250510-1408,OUT-B,CUST-00550,2025-05-10 21:10:00,PAID,52000
TRX-B250510-2987,OUT-B,CUST-00333,2025-05-10 10:34:00,PAID,46000
TRX-B250510-5077,OUT-B,CUST-00271,2025-05-10 17:03:00,PAID,56000
TRX-B250510-1478,OUT-B,,2025-05-10 19:28:00,PAID,64000
TRX-B250510-8908,OUT-B,,2025-05-10 19:26:00,REFUND,49000
TRX-B250510-9205,OUT-B,CUST-00272,2025-05-10 17:07:00,PAID,57000
TRX-B250510-8758,OUT-B,CUST-00101,2025-05-10 11:38:00,PAID,71000
TRX-B250510-2418,OUT-B,CUST-00796,2025-05-10 12:12:00,PAID,54000
TRX-B250510-1238,OUT-B,,2025-05-10 13:34:00,PAID,126000
TRX-B250510-2078,OUT-B,CUST-00627,2025-05-10T08:40:00Z,PAID,107000
TRX-B250510-4871,OUT-B,CUST-00198,2025-05-10 20:58:00,PAID,62000
TRX-B250510-8990,OUT-B,CUST-00390,2025-05-10 12:14:00,PAID,69000
TRX-B250510-5613,OUT-B,CUST-00365,2025-05-10 12:30:00,PAID,61000
TRX-B250511-6079,OUT-B,CUST-00769,2025-05-11 12:48:00,PAID,62000
TRX-B250511-4852,OUT-B,,2025-05-11 17:46:00,PAID,120000
TRX-B250511-8634,OUT-B,CUST-00231,2025-05-11 18:17:00,PAID,167000
TRX-B250511-7008,OUT-B,,2025-05-11 18:15:00,VOID,73000
TRX-B250511-8699,OUT-B,CUST-00413,2025-05-11 14:15:00,PAID,73000
TRX-B250511-2630,OUT-B,CUST-00033,2025-05-11 20:36:00,PAID,86000
TRX-B250511-6816,OUT-B,CUST-00197,2025-05-11 08:55:00,PAID,89000
TRX-B250511-4395,OUT-B,,2025-05-11 13:07:00,PAID,91000
TRX-B250511-4411,OUT-B,CUST-00127,2025-05-11 21:28:00,PAID,120000
TRX-B250511-8867,OUT-B,,2025-05-11 20:39:00,PAID,62000
TRX-B250511-2145,OUT-B,CUST-00450,2025-05-11 19:28:00,PAID,-4000
TRX-B250511-6467,OUT-B,CUST-00403,2025-05-11T10:18:00Z,PAID,38000
TRX-B250511-2853,OUT-B,CUST-00088,2025-05-11 07:06:00,PAID,58000
TRX-B250511-9292,OUT-B,CUST-00305,2025-05-11 08:55:00,PAID,71000
TRX-B250511-1254,OUT-B,CUST-00751,2025-05-11 14:30:00,paid,37000
TRX-B250511-4266,OUT-B,CUST-00060,2025-05-11 12:49:00,PAID,34000
TRX-B250511-1468,OUT-B,CUST-00581,2025-05-11 18:47:00,PAID,44000
TRX-B250511-5369,OUT-B,,2025-05-11 08:12:00,PAID,94000
TRX-B250511-3010,OUT-B,CUST-00072,2025-05-11 19:56:00,PAID,73000
TRX-B250511-9746,OUT-B,CUST-00014,2025-05-11 14:15:00,PAID,55000
TRX-B250511-4217,OUT-B,CUST-00138,2025-05-11 20:44:00,PAID,121000
TRX-B250512-6008,OUT-B,CUST-00301,2025-05-12 14:13:00,PAID,68000
TRX-B250512-5136,OUT-B,CUST-00547,2025-05-12 12:12:00,REFUND,135000
TRX-B250512-5445,OUT-B,CUST-00440,2025-05-12 09:51:00,PAID,51000
TRX-B250512-6659,OUT-B,CUST-00302,2025-05-12T13:49:00Z,PAID,16000
TRX-B250512-8757,OUT-B,,2025-05-12 17:56:00,PAID,78000
TRX-B250512-7534,OUT-B,CUST-00218,2025-05-12 12:21:00,PAID,30000
TRX-B250512-8061,OUT-B,CUST-00189,2025-05-12 09:41:00,PAID,99000
TRX-B250512-7499,OUT-B,CUST-00539,2025-05-12 10:07:00,PAID,38000
TRX-B250512-4205,OUT-B,,2025-05-12T13:06:00Z,PAID,32000
TRX-B250512-1490,OUT-B,,2025-05-12 09:15:00,PAID,25000
TRX-B250512-8145,OUT-B,CUST-00045,2025-05-12 12:20:00,PAID,77000
TRX-B250512-9139,OUT-B,CUST-00672,2025-05-12T00:07:00Z,PAID,133000
TRX-B250512-8190,OUT-B,CUST-00656,2025-05-12 13:39:00,PAID,73000
TRX-B250512-8014,OUT-B,CUST-00121,2025-05-12 14:07:00,PAID,124000
TRX-B250512-6574,OUT-B,CUST-00611,2025-05-12T10:58:00Z,PAID,135000
TRX-B250512-1303,OUT-B,CUST-00221,2025-05-12 19:36:00,PAID,111000
TRX-B250512-7558,OUT-B,CUST-00174,2025-05-12 20:57:00,PAID,53000
TRX-B250512-1324,OUT-B,,2025-05-12 19:59:00,PAID,34000
TRX-B250513-3111,OUT-B,CUST-00425,2025-05-13T05:56:00Z,PAID,57000
TRX-B250513-5201,OUT-B,CUST-00209,2025-05-13 15:52:00,PAID,40000
TRX-B250513-2486,OUT-B,CUST-00444,2025-05-13 13:52:00,PAID,96000
TRX-B250513-6541,OUT-B,CUST-00306,2025-05-13 21:49:00,PAID,74000
TRX-B250513-9476,OUT-B,CUST-00357,2025-05-13 17:37:00,PAID,60000
TRX-B250513-5364,OUT-B,CUST-00777,2025-05-13 14:03:00,PAID,70000
TRX-B250513-4700,OUT-B,CUST-00361,2025-05-13 08:33:00,PAID,91000
TRX-B250513-6168,OUT-B,CUST-00725,2025-05-13 11:47:00,PAID,85000
TRX-B250513-3079,OUT-B,CUST-00537,2025-05-13 13:52:00,PAID,72000
TRX-B250513-1667,OUT-B,,2025-05-13 07:29:00,PAID,65000
TRX-B250513-5777,OUT-B,CUST-00224,2025-05-13 08:53:00,PAID,52000
TRX-B250513-5102,OUT-B,CUST-00765,2025-05-13 16:18:00,PAID,48000
TRX-B250513-5717,OUT-B,CUST-00116,2025-05-13 11:58:00,PAID,68000
TRX-B250514-2247,OUT-B,CUST-00622,2025-05-14 09:13:00,PAID,73000
TRX-B250514-6875,OUT-B,,2025-05-14 15:24:00,PAID,67000
TRX-B250514-1579,OUT-B,CUST-00207,2025-05-14 16:50:00,PAID,28000
TRX-B250514-1141,OUT-B,CUST-00159,2025-05-14 07:16:00,PAID,66000
TRX-B250514-1512,OUT-B,CUST-00417,2025-05-14 09:17:00,PAID,76000
TRX-B250514-5250,OUT-B,CUST-00655,2025-05-14 14:19:00,PAID,140000
TRX-B250514-3692,OUT-B,CUST-00630,2025-05-14 18:40:00,PAID,35000
TRX-B250514-8318,OUT-B,CUST-00789,2025-05-14 11:59:00,PAID,54000
TRX-B250514-1534,OUT-B,,2025-05-14 19:35:00,PAID,99000
TRX-B250514-2985,OUT-B,,2025-05-14 13:50:00,PAID,128000
TRX-B250514-3654,OUT-B,,2025-05-14 13:19:00,PAID,98000
TRX-B250514-3227,OUT-B,,2025-05-14 07:13:00,PAID,39000
TRX-B250514-6325,OUT-B,CUST-00688,2025-05-14 12:58:00,PAID,63000
TRX-B250514-3725,OUT-B,,2025-05-14 12:54:00,PAID,-38000
TRX-B250514-2687,OUT-B,,2025-05-14 09:29:00,PAID,39000
TRX-B250514-7524,OUT-B,CUST-00650,2025-05-14 15:59:00,PAID,43000
TRX-B250514-7371,OUT-B,CUST-00487,2025-05-14 13:21:00,PAID,181000
TRX-B250515-5224,OUT-B,CUST-00187,2025-05-15 12:43:00,PAID,72000
TRX-B250515-3520,OUT-B,CUST-00758,2025-05-15 07:40:00,PAID,119000
TRX-B250515-5746,OUT-B,CUST-00743,2025-05-15 17:55:00,PAID,55000
TRX-B250515-8002,OUT-B,CUST-00671,2025-05-15 19:06:00,PAID,72000
TRX-B250515-2056,OUT-B,CUST-00724,2025-05-15 19:57:00,paid,73000
TRX-B250515-6377,OUT-B,CUST-00727,2025-05-15 19:59:00,PAID,103000
TRX-B250515-9021,OUT-B,CUST-00558,2025-05-15 13:55:00,PAID,82000
TRX-B250515-9705,OUT-B,CUST-00693,2025-05-15 09:40:00,PAID,80000
TRX-B250515-7275,OUT-B,CUST-00177,2025-05-15 16:51:00,paid,75000
TRX-B250515-1980,OUT-B,,2025-05-15T01:38:00Z,PAID,82000
TRX-B250516-2581,OUT-B,CUST-00657,2025-05-16 09:12:00,PAID,37000
TRX-B250516-4079,OUT-B,CUST-00455,2025-05-16 12:07:00,PAID,52000
TRX-B250516-9877,OUT-B,CUST-00667,2025-05-16 17:28:00,PAID,44000
TRX-B250516-1216,OUT-B,CUST-00166,2025-05-16 18:58:00,PAID,173000
TRX-B250516-7622,OUT-B,CUST-00512,2025-05-16 11:02:00,PAID,121000
TRX-B250516-9228,OUT-B,,2025-05-16 07:24:00,PAID,74000
TRX-B250516-9496,OUT-B,CUST-00778,2025-05-16 17:27:00,PAID,51000
TRX-B250516-3561,OUT-B,CUST-00673,2025-05-16 11:05:00,PAID,58000
TRX-B250516-1363,OUT-B,CUST-00193,2025-05-16 20:14:00,PAID,64000
TRX-B250516-7192,OUT-B,,2025-05-16 10:47:00,PAID,32000
TRX-B250516-8769,OUT-B,CUST-00592,2025-05-16 15:24:00,PAID,114000
TRX-B250516-5040,OUT-B,CUST-00238,2025-05-16 13:22:00,PAID,48000
TRX-B250516-1446,OUT-B,,2025-05-16 11:08:00,PAID,78000
TRX-B250516-5079,OUT-B,CUST-00439,2025-05-16 18:39:00,PAID,63000
TRX-B250516-6443,OUT-B,,2025-05-16 09:06:00,PAID,66000
TRX-B250516-6459,OUT-B,,2025-05-16 16:47:00,PAID,119000
TRX-B250516-3496,OUT-B,,2025-05-16 16:11:00,PAID,49000
TRX-B250516-8602,OUT-B,CUST-00482,2025-05-16 07:09:00,PAID,36000
TRX-B250516-4343,OUT-B,CUST-00153,2025-05-16 16:28:00,PAID,89000
TRX-B250516-1501,OUT-B,CUST-00607,2025-05-16 20:43:00,PAID,3000
TRX-B250517-8556,OUT-B,,2025-05-17 16:46:00,PAID,45000
TRX-B250517-8954,OUT-B,CUST-00548,2025-05-17 18:07:00,PAID,72000
TRX-B250517-5067,OUT-B,CUST-00202,2025-05-17T02:49:00Z,PAID,24000
TRX-B250517-5841,OUT-B,CUST-00690,2025-05-17T02:59:00Z,PAID,120000
TRX-B250517-3181,OUT-B,,2025-05-17 15:02:00,PAID,83000
TRX-B250517-9578,OUT-B,,2025-05-17 11:18:00,PAID,65000
TRX-B250517-1102,OUT-B,CUST-00745,2025-05-17 12:21:00,PAID,56000
TRX-B250517-4545,OUT-B,CUST-00148,2025-05-17T14:42:00Z,PAID,48000
TRX-B250517-5443,OUT-B,CUST-00584,2025-05-17 12:23:00,PAID,80000
TRX-B250517-2219,OUT-B,,2025-05-17 14:06:00,PAID,81000
TRX-B250517-8375,OUT-B,,2025-05-17 12:13:00,PAID,44000
TRX-B250517-4771,OUT-B,CUST-00546,2025-05-17 10:41:00,PAID,189000
TRX-B250517-8456,OUT-B,,2025-05-17 13:20:00,PAID,82000
TRX-B250517-5388,OUT-B,CUST-00781,2025-05-17 11:01:00,VOID,52000
TRX-B250517-8437,OUT-B,CUST-00146,2025-05-17 11:30:00,PAID,100000
TRX-B250517-2781,OUT-B,CUST-00428,2025-05-17 14:31:00,PAID,124000
TRX-B250517-6048,OUT-B,CUST-00796,2025-05-17 21:10:00,PAID,126000
TRX-B250517-5551,OUT-B,,2025-05-17 17:56:00,PAID,100000
TRX-B250518-3509,OUT-B,CUST-00480,2025-05-18 20:56:00,PAID,34000
TRX-B250518-3068,OUT-B,CUST-00360,2025-05-18T05:45:00Z,PAID,96000
TRX-B250518-2821,OUT-B,CUST-00506,2025-05-18 16:39:00,PAID,154000
TRX-B250518-8399,OUT-B,CUST-00747,2025-05-18 07:42:00,PAID,97000
TRX-B250518-2193,OUT-B,CUST-00554,2025-05-18 07:15:00,PAID,111000
TRX-B250518-7910,OUT-B,CUST-00724,2025-05-18T13:16:00Z,PAID,27000
TRX-B250518-8550,OUT-B,CUST-00336,2025-05-18 21:51:00,PAID,70000
TRX-B250518-5103,OUT-B,,2025-05-18 17:56:00,VOID,49000
TRX-B250518-8040,OUT-B,CUST-00343,2025-05-18 11:03:00,PAID,37000
TRX-B250518-5171,OUT-B,CUST-00556,2025-05-18 15:03:00,Paid,37000
TRX-B250518-4836,OUT-B,CUST-00722,2025-05-18 15:57:00,PAID,45000
TRX-B250518-7191,OUT-B,,2025-05-18 13:51:00,PAID,49000
TRX-B250518-9352,OUT-B,CUST-00104,2025-05-18 12:04:00,Paid,89000
TRX-B250519-7253,OUT-B,CUST-00561,2025-05-19 11:17:00,PAID,89000
TRX-B250519-1399,OUT-B,CUST-00726,2025-05-19 17:43:00,PAID,124000
TRX-B250519-2307,OUT-B,CUST-00356,2025-05-19 08:34:00,PAID,95000
TRX-B250519-3045,OUT-B,CUST-00682,2025-05-19 16:48:00,PAID,39000
TRX-B250519-3945,OUT-B,CUST-00309,2025-05-19 16:02:00,PAID,72000
TRX-B250519-7404,OUT-B,CUST-00730,2025-05-19 16:46:00,PAID,139000
TRX-B250519-4855,OUT-B,CUST-00776,2025-05-19 12:50:00,PAID,66000
TRX-B250519-4893,OUT-B,CUST-00069,2025-05-19 17:54:00,PAID,75000
TRX-B250519-2701,OUT-B,CUST-00545,2025-05-19 07:50:00,PAID,63000
TRX-B250519-3806,OUT-B,,2025-05-19 07:08:00,PAID,102000
TRX-B250519-8406,OUT-B,CUST-00505,2025-05-19 14:20:00,PAID,67000
TRX-B250519-9129,OUT-B,CUST-00100,2025-05-19 10:13:00,PAID,67000
TRX-B250519-3866,OUT-B,CUST-00342,2025-05-19 11:39:00,PAID,131000
TRX-B250519-2253,OUT-B,CUST-00058,2025-05-19 20:14:00,PAID,58000
TRX-B250519-4783,OUT-B,CUST-00283,2025-05-19 13:13:00,PAID,78000
TRX-B250519-7026,OUT-B,CUST-00706,2025-05-19 20:34:00,PAID,94000
TRX-B250519-4251,OUT-B,CUST-00032,2025-05-19 17:57:00,PAID,59000
TRX-B250520-1312,OUT-B,,2025-05-20 08:04:00,PAID,83000
TRX-B250520-1591,OUT-B,CUST-00119,2025-05-20 15:21:00,PAID,113000
TRX-B250520-8805,OUT-B,CUST-00205,2025-05-20 11:01:00,paid,95000
TRX-B250520-3974,OUT-B,,2025-05-20 10:33:00,VOID,65000
TRX-B250520-2222,OUT-B,CUST-00134,2025-05-20 15:29:00,PAID,59000
TRX-B250520-8545,OUT-B,CUST-00773,2025-05-20 12:37:00,PAID,70000
TRX-B250520-1123,OUT-B,CUST-00412,2025-05-20 09:08:00,PAID,108000
TRX-B250520-8226,OUT-B,CUST-00535,2025-05-20 08:18:00,PAID,55000
TRX-B250521-1808,OUT-B,CUST-00715,2025-05-21T14:54:00Z,PAID,65000
TRX-B250521-5411,OUT-B,CUST-00658,2025-05-21T04:08:00Z,PAID,28000
TRX-B250521-1733,OUT-B,CUST-00733,2025-05-21 18:57:00,PAID,47000
TRX-B250521-4834,OUT-B,CUST-00156,2025-05-21 09:20:00,Paid,70000
TRX-B250521-3901,OUT-B,CUST-00261,2025-05-21 08:45:00,PAID,64000
TRX-B250521-3407,OUT-B,CUST-00174,2025-05-21 07:09:00,PAID,46000
TRX-B250521-8013,OUT-B,CUST-00655,2025-05-21T07:39:00Z,PAID,130000
TRX-B250521-3476,OUT-B,CUST-00728,2025-05-21 13:37:00,PAID,113000
TRX-B250521-2675,OUT-B,CUST-00419,2025-05-21 08:11:00,PAID,63000
TRX-B250522-8520,OUT-B,CUST-00589,2025-05-22T03:35:00Z,PAID,48000
TRX-B250522-6605,OUT-B,,2025-05-22 12:31:00,PAID,67000
TRX-B250522-9195,OUT-B,CUST-00209,2025-05-22 17:01:00,PAID,116000
TRX-B250522-7148,OUT-B,CUST-00452,2025-05-22 14:52:00,PAID,69000
TRX-B250522-5299,OUT-B,CUST-00790,2025-05-22T02:23:00Z,PAID,41000
TRX-B250522-3503,OUT-B,CUST-00082,2025-05-22 12:41:00,PAID,77000
TRX-B250522-5593,OUT-B,CUST-00098,2025-05-22 08:31:00,PAID,60000
TRX-B250522-6603,OUT-B,CUST-00148,2025-05-22 10:07:00,PAID,109000
TRX-B250522-1782,OUT-B,,2025-05-22 13:56:00,PAID,63000
TRX-B250522-8073,OUT-B,CUST-00009,2025-05-22 20:49:00,PAID,66000
TRX-B250522-2047,OUT-B,,2025-05-22 11:12:00,PAID,82000
TRX-B250522-8204,OUT-B,CUST-00340,2025-05-22 17:06:00,PAID,112000
TRX-B250522-7271,OUT-B,,2025-05-22 15:15:00,PAID,71000
TRX-B250522-4566,OUT-B,,2025-05-22T13:44:00Z,PAID,130000
TRX-B250523-3714,OUT-B,CUST-00080,2025-05-23 19:24:00,PAID,-19000
TRX-B250523-4020,OUT-B,CUST-00624,2025-05-23 19:25:00,PAID,0
TRX-B250523-7892,OUT-B,CUST-00429,2025-05-23 18:06:00,PAID,79000
TRX-B250523-9760,OUT-B,CUST-00771,2025-05-23T10:18:00Z,PAID,62000
TRX-B250523-6552,OUT-B,,2025-05-23T06:24:00Z,PAID,86000
TRX-B250523-6188,OUT-B,,2025-05-23 17:05:00,paid,76000
TRX-B250523-2480,OUT-B,CUST-00672,2025-05-23T05:35:00Z,PAID,52000
TRX-B250523-2987,OUT-B,CUST-00429,2025-05-23 07:25:00,PAID,58000
TRX-B250523-1184,OUT-B,CUST-00285,2025-05-23 14:50:00,PAID,33000
TRX-B250523-9325,OUT-B,,2025-05-23T00:43:00Z,PAID,47000
TRX-B250523-9124,OUT-B,CUST-00691,2025-05-23 13:14:00,PAID,107000
TRX-B250523-3622,OUT-B,CUST-00790,2025-05-23 17:32:00,PAID,83000
TRX-B250523-7956,OUT-B,CUST-00579,2025-05-23 12:12:00,PAID,87000
TRX-B250523-3958,OUT-B,CUST-00448,2025-05-23 09:49:00,PAID,57000
TRX-B250523-8057,OUT-B,CUST-00114,2025-05-23 18:42:00,PAID,89000
TRX-B250524-5636,OUT-B,CUST-00285,2025-05-24 18:44:00,PAID,60000
TRX-B250524-3491,OUT-B,CUST-00776,2025-05-24 19:47:00,PAID,76000
TRX-B250524-7966,OUT-B,,2025-05-24T11:56:00Z,PAID,124000
TRX-B250524-5156,OUT-B,CUST-00501,2025-05-24 13:04:00,PAID,77000
TRX-B250524-2351,OUT-B,CUST-00355,2025-05-24 21:05:00,PAID,99000
TRX-B250524-5561,OUT-B,CUST-00038,2025-05-24 13:26:00,PAID,28000
TRX-B250524-5260,OUT-B,,2025-05-24 20:20:00,PAID,74000
TRX-B250524-8426,OUT-B,,2025-05-24 07:49:00,PAID,150000
TRX-B250524-4735,OUT-B,,2025-05-24 10:43:00,PAID,57000
TRX-B250524-4311,OUT-B,,2025-05-24T07:26:00Z,PAID,59000
TRX-B250524-6783,OUT-B,CUST-00119,2025-05-24 10:17:00,PAID,70000
TRX-B250524-3520,OUT-B,CUST-00110,2025-05-24 20:33:00,PAID,66000
TRX-B250524-2923,OUT-B,,2025-05-24 07:52:00,PAID,96000
TRX-B250524-6583,OUT-B,CUST-00354,2025-05-24 07:29:00,PAID,156000
TRX-B250524-2693,OUT-B,CUST-00726,2025-05-24T04:26:00Z,PAID,51000
TRX-B250524-2478,OUT-B,,2025-05-24 16:04:00,VOID,60000
TRX-B250525-9811,OUT-B,CUST-00295,2025-05-25 08:28:00,PAID,100000
TRX-B250525-8875,OUT-B,CUST-00385,2025-05-25 09:26:00,PAID,126000
TRX-B250525-9975,OUT-B,CUST-00319,2025-05-25 15:45:00,PAID,92000
TRX-B250525-3782,OUT-B,CUST-00025,2025-05-25 14:09:00,PAID,92000
TRX-B250525-3265,OUT-B,,2025-05-25 20:11:00,PAID,46000
TRX-B250525-7469,OUT-B,CUST-00159,2025-05-25 18:50:00,PAID,53000
TRX-B250525-6423,OUT-B,CUST-00235,2025-05-25 15:27:00,PAID,179000
TRX-B250525-5950,OUT-B,CUST-00796,2025-05-25 09:40:00,PAID,146000
TRX-B250525-6771,OUT-B,CUST-00244,2025-05-25T02:22:00Z,PAID,48000
TRX-B250525-6815,OUT-B,,2025-05-25 08:58:00,PAID,88000
TRX-B250525-8524,OUT-B,CUST-00039,2025-05-25 18:51:00,PAID,94000
TRX-B250525-5720,OUT-B,,2025-05-25 12:49:00,PAID,115000
TRX-B250525-8096,OUT-B,,2025-05-25 09:18:00,PAID,104000
TRX-B250525-6087,OUT-B,CUST-00339,2025-05-25 09:14:00,REFUND,79000
TRX-B250525-1137,OUT-B,,2025-05-25 14:07:00,PAID,54000
TRX-B250526-7271,OUT-B,CUST-00505,2025-05-26 08:25:00,PAID,62000
TRX-B250526-2743,OUT-B,,2025-05-26 10:40:00,PAID,76000
TRX-B250526-4753,OUT-B,CUST-00341,2025-05-26 20:59:00,PAID,56000
TRX-B250526-9339,OUT-B,CUST-00784,2025-05-26 19:40:00,PAID,70000
TRX-B250526-2475,OUT-B,,2025-05-26T07:37:00Z,PAID,61000
TRX-B250526-9763,OUT-B,CUST-00227,2025-05-26 18:34:00,PAID,72000
TRX-B250526-3846,OUT-B,CUST-00389,2025-05-26 20:35:00,PAID,50000
TRX-B250526-5292,OUT-B,CUST-00748,2025-05-26 08:06:00,PAID,62000
TRX-B250526-9366,OUT-B,CUST-00068,2025-05-26 18:44:00,PAID,106000
TRX-B250526-5302,OUT-B,,2025-05-26 10:00:00,PAID,50000
TRX-B250526-8942,OUT-B,CUST-00237,2025-05-26 21:09:00,REFUND,58000
TRX-B250526-3183,OUT-B,CUST-00657,2025-05-26 13:03:00,PAID,96000
TRX-B250526-8111,OUT-B,CUST-00075,2025-05-26 08:20:00,PAID,94000
TRX-B250526-2135,OUT-B,CUST-00615,2025-05-26 18:06:00,PAID,58000
TRX-B250526-8463,OUT-B,CUST-00490,2025-05-26 16:16:00,PAID,91000
TRX-B250526-3386,OUT-B,,2025-05-26 16:35:00,PAID,80000
TRX-B250526-6777,OUT-B,,2025-05-26 16:01:00,PAID,105000
TRX-B250526-9372,OUT-B,CUST-00040,2025-05-26 09:33:00,PAID,29000
TRX-B250526-4895,OUT-B,CUST-00632,2025-05-26 12:15:00,PAID,104000
TRX-B250526-1269,OUT-B,CUST-00649,2025-05-26 21:25:00,PAID,-7000
TRX-B250527-5294,OUT-B,CUST-00345,2025-05-27 17:28:00,PAID,116000
TRX-B250527-5437,OUT-B,CUST-00459,2025-05-27 16:01:00,PAID,71000
TRX-B250527-3730,OUT-B,CUST-00607,2025-05-27 12:51:00,PAID,71000
TRX-B250527-5435,OUT-B,,2025-05-27 12:43:00,PAID,-1000
TRX-B250527-2507,OUT-B,CUST-00160,2025-05-27 10:02:00,PAID,-13000
TRX-B250527-3395,OUT-B,CUST-00004,2025-05-27 08:37:00,PAID,47000
TRX-B250527-5938,OUT-B,,2025-05-27 07:42:00,PAID,36000
TRX-B250527-1990,OUT-B,,2025-05-27 16:13:00,PAID,78000
TRX-B250527-6212,OUT-B,CUST-00644,2025-05-27 08:50:00,PAID,50000
TRX-B250527-1419,OUT-B,CUST-00458,2025-05-27T02:46:00Z,PAID,51000
TRX-B250527-7383,OUT-B,,2025-05-27 20:47:00,PAID,115000
TRX-B250527-8441,OUT-B,CUST-00132,2025-05-27 19:07:00,PAID,116000
TRX-B250527-1692,OUT-B,CUST-00693,2025-05-27 13:30:00,PAID,77000
TRX-B250527-4740,OUT-B,CUST-00176,2025-05-27T10:36:00Z,PAID,86000
TRX-B250527-3460,OUT-B,CUST-00245,2025-05-27T08:36:00Z,PAID,35000
TRX-B250527-6929,OUT-B,CUST-00650,2025-05-27 16:05:00,PAID,29000
TRX-B250528-9219,OUT-B,CUST-00212,2025-05-28 13:02:00,Paid,53000
TRX-B250528-6785,OUT-B,CUST-00727,2025-05-28 12:18:00,PAID,96000
TRX-B250528-7705,OUT-B,CUST-00720,2025-05-28 17:42:00,PAID,51000
TRX-B250528-8195,OUT-B,,2025-05-28T10:35:00Z,PAID,152000
TRX-B250528-2269,OUT-B,CUST-00070,2025-05-28 20:39:00,PAID,106000
TRX-B250528-6934,OUT-B,CUST-00775,2025-05-28T08:59:00Z,PAID,186000
TRX-B250528-9766,OUT-B,CUST-00654,2025-05-28 09:06:00,PAID,65000
TRX-B250528-9651,OUT-B,CUST-00355,2025-05-28 13:31:00,PAID,50000
TRX-B250528-2620,OUT-B,,2025-05-28 11:55:00,PAID,74000
TRX-B250528-4188,OUT-B,,2025-05-28 10:08:00,PAID,38000
TRX-B250528-5914,OUT-B,CUST-00054,2025-05-28 10:49:00,PAID,94000
TRX-B250528-4052,OUT-B,CUST-00227,2025-05-28 09:24:00,PAID,93000
TRX-B250528-4353,OUT-B,,2025-05-28 14:01:00,PAID,76000
TRX-B250528-2652,OUT-B,,2025-05-28 11:44:00,PAID,114000
TRX-B250528-7089,OUT-B,,2025-05-28 10:00:00,PAID,57000
TRX-B250528-1064,OUT-B,CUST-00618,2025-05-28 10:56:00,PAID,104000
TRX-B250528-3524,OUT-B,,2025-05-28 13:21:00,PAID,124000
TRX-B250528-1744,OUT-B,CUST-00260,2025-05-28 10:13:00,PAID,80000
TRX-B250528-5539,OUT-B,CUST-00442,2025-05-28 21:24:00,PAID,43000
TRX-B250528-2818,OUT-B,CUST-00148,2025-05-28 11:54:00,PAID,25000
TRX-B250528-2986,OUT-B,,2025-05-28 14:04:00,PAID,30000
TRX-B250529-5778,OUT-B,CUST-00376,2025-05-29 20:13:00,PAID,30000
TRX-B250529-5756,OUT-B,CUST-00640,2025-05-29 15:05:00,PAID,47000
TRX-B250529-8603,OUT-B,CUST-00100,2025-05-29 14:36:00,PAID,56000
TRX-B250529-5055,OUT-B,,2025-05-29 18:31:00,Paid,81000
TRX-B250529-4521,OUT-B,CUST-00635,2025-05-29 20:09:00,PAID,89000
TRX-B250529-4432,OUT-B,,2025-05-29 17:42:00,PAID,41000
TRX-B250529-4936,OUT-B,CUST-00707,2025-05-29 20:34:00,PAID,30000
TRX-B250529-4885,OUT-B,CUST-00306,2025-05-29 11:20:00,PAID,152000
TRX-B250529-3399,OUT-B,CUST-00255,2025-05-29 14:29:00,PAID,73000
TRX-B250530-8792,OUT-B,CUST-00222,2025-05-30 07:28:00,PAID,69000
TRX-B250530-9652,OUT-B,CUST-00630,2025-05-30 15:37:00,PAID,64000
TRX-B250530-7736,OUT-B,CUST-00194,2025-05-30 11:07:00,PAID,80000
