item_id,transaction_id,product_id,qty,harga_satuan,diskon
ITM-0018252,TRX-B251001-9068,PRD-0115,1,18000,1000
ITM-0018253,TRX-B251001-9026,PRD-0060,3,12000,0
ITM-0018254,TRX-B251001-9026,PRD-0085,1,18000,0
ITM-0018255,TRX-B251001-9240,PRD-0030,1,32000,0
ITM-0018256,TRX-B251001-9240,PRD-0059,3,13200,1000
ITM-0018257,TRX-B251001-9240,PRD-0053,2,45000,2000
ITM-0018258,TRX-B251001-6902,PRD-0007,1,32000,1000
ITM-0018259,TRX-B251001-6902,PRD-0045,2,12000,0
ITM-0018260,TRX-B251001-6902,PRD-0090,1,18000,0
ITM-0018261,TRX-B251001-7276,PRD-0027,1,25000,5000
ITM-0018262,TRX-B251001-3742,PRD-0008,3,12000,1000
ITM-0018263,TRX-B251002-1265,PRD-0086,1,32000,0
ITM-0018264,TRX-B251002-1265,PRD-0093,2,49500,2000
ITM-0018265,TRX-B251002-1265,PRD-0003,2,45000,0
ITM-0018266,TRX-B251002-2554,PRD-0057,2,16500,2000
ITM-0018267,TRX-B251002-7251,PRD-0062,1,18000,0
ITM-0018268,TRX-B251002-7251,PRD-0083,1,22000,2000
ITM-0018269,TRX-B251002-7251,PRD-0033,3,15000,0
ITM-0018270,TRX-B251002-7499,PRD-0002,1,12000,2000
ITM-0018271,TRX-B251002-1868,PRD-0116,2,49500,0
ITM-0018272,TRX-B251002-1868,PRD-0063,3,22000,5000
ITM-0018273,TRX-B251002-2255,PRD-0111,1,18000,2000
ITM-0018274,TRX-B251002-2255,PRD-0062,3,18000,1000
ITM-0018275,TRX-B251002-9441,PRD-0112,3,32000,0
ITM-0018276,TRX-B251002-5354,PRD-0107,3,15000,0
ITM-0018277,TRX-B251002-9472,PRD-0086,1,32000,0
ITM-0018278,TRX-B251002-9472,PRD-0059,1,13200,0
ITM-0018279,TRX-B251002-5965,PRD-0080,1,28000,0
ITM-0018280,TRX-B251002-5965,PRD-0035,1,12000,1000
ITM-0018281,TRX-B251002-5965,PRD-0072,2,20000,2000
ITM-0018282,TRX-B251002-9068,PRD-0032,2,32000,0
ITM-0018283,TRX-B251002-7917,PRD-0096,3,18000,0
ITM-0018284,TRX-B251002-7917,PRD-0033,1,15000,5000
ITM-0018285,TRX-B251002-7625,PRD-0109,3,32000,0
ITM-0018286,TRX-B251002-3987,PRD-0047,2,22000,1000
ITM-0018287,TRX-B251002-3987,PRD-0025,3,20000,0
ITM-0018288,TRX-B251002-3987,PRD-0004,1,20000,2000
ITM-0018289,TRX-B251002-5661,PRD-0021,2,32000,0
ITM-0018290,TRX-B251002-5661,PRD-0053,2,45000,0
ITM-0018291,TRX-B251002-5661,PRD-0014,3,15000,2000
ITM-0018292,TRX-B251003-4847,PRD-0077,1,22000,5000
ITM-0018293,TRX-B251003-5139,PRD-0009,1,12000,1000
ITM-0018294,TRX-B251003-5139,PRD-0022,1,19800,2000
ITM-0018295,TRX-B251003-9699,PRD-0026,2,18000,0
ITM-0018296,TRX-B251003-6277,PRD-0078,2,20000,0
ITM-0018297,TRX-B251003-6277,PRD-0016,1,19800,5000
ITM-0018298,TRX-B251003-5793,PRD-0005,1,12000,2000
ITM-0018299,TRX-B251003-5793,PRD-0084,2,28000,0
ITM-0018300,TRX-B251003-5793,PRD-0092,2,32000,0
ITM-0018301,TRX-B251003-3368,PRD-0070,3,32000,2000
ITM-0018302,TRX-B251003-1841,PRD-0046,1,32000,1000
ITM-0018303,TRX-B251003-3368,PRD-0103,1,28000,0
ITM-0018304,TRX-B251003-1093,PRD-0090,2,18000,1000
ITM-0018305,TRX-B251003-1093,PRD-0012,3,25000,1000
ITM-0018306,TRX-B251003-1093,PRD-0006,2,20000,0
ITM-0018307,TRX-B251003-4193,PRD-0033,1,15000,5000
ITM-0018308,TRX-B251003-4193,PRD-0099,2,45000,1000
ITM-0018309,TRX-B251003-4193,PRD-0096,1,18000,5000
ITM-0018310,TRX-B251003-6287,PRD-0111,2,18000,5000
ITM-0018311,TRX-B251003-6287,PRD-0107,1,15000,0
ITM-0018312,TRX-B251003-3636,PRD-0008,1,12000,0
ITM-0018313,TRX-B251003-3636,PRD-0072,1,20000,0
ITM-0018314,TRX-B251003-3636,PRD-0018,2,28000,2000
ITM-0018315,TRX-B251003-9402,PRD-0113,2,15000,0
ITM-0018316,TRX-B251003-4961,PRD-0074,3,45000,5000
ITM-0018317,TRX-B251003-4961,PRD-0032,3,32000,0
ITM-0018318,TRX-B251003-4961,PRD-0032,2,32000,0
ITM-0018319,TRX-B251003-3934,PRD-0055,2,20000,0
ITM-0018320,TRX-B251003-3934,PRD-0113,1,15000,0
ITM-0018321,TRX-B251003-9113,PRD-0068,2,20000,0
ITM-0018322,TRX-B251003-9113,PRD-0082,1,18000,0
ITM-0018323,TRX-B251003-9113,PRD-0086,3,32000,0
ITM-0018324,TRX-B251003-2169,PRD-0034,3,45000,0
ITM-0018325,TRX-B251003-2169,PRD-0037,2,20000,0
ITM-0018326,TRX-B251003-2169,PRD-0018,2,28000,1000
ITM-0018327,TRX-B251004-9853,PRD-0056,2,45000,0
ITM-0018328,TRX-B251004-9853,PRD-0005,1,12000,0
ITM-0018329,TRX-B251004-3326,PRD-0109,3,32000,5000
ITM-0018330,TRX-B251004-3326,PRD-0015,2,15000,0
ITM-0018331,TRX-B251004-1509,PRD-0059,1,13200,2000
ITM-0018332,TRX-B251004-1509,PRD-0019,1,25000,5000
ITM-0018333,TRX-B251004-1667,PRD-0091,1,28000,2000
ITM-0018334,TRX-B251004-7710,PRD-0056,1,45000,0
ITM-0018335,TRX-B251004-9344,PRD-0049,1,22000,2000
ITM-0018336,TRX-B251004-9344,PRD-0050,2,32000,2000
ITM-0018337,TRX-B251004-9344,PRD-0037,3,20000,0
ITM-0018338,TRX-B251004-2910,PRD-0053,2,45000,0
ITM-0018339,TRX-B251004-2910,PRD-0040,3,22000,0
ITM-0018340,TRX-B251004-2910,PRD-0028,1,35200,2000
ITM-0018341,TRX-B251004-3326,PRD-0039,1,22000,2000
ITM-0018342,TRX-B251004-3326,PRD-0071,2,20000,1000
ITM-0018343,TRX-B251004-3326,PRD-0096,2,18000,0
ITM-0018344,TRX-B251004-1531,PRD-0021,3,32000,5000
ITM-0018345,TRX-B251004-1531,PRD-0063,1,22000,1000
ITM-0018346,TRX-B251004-2251,PRD-0067,2,22000,0
ITM-0018347,TRX-B251004-2251,PRD-0056,1,45000,0
ITM-0018348,TRX-B251004-2251,PRD-0032,2,32000,5000
ITM-0018349,TRX-B251004-2979,PRD-0089,1,25000,0
ITM-0018350,TRX-B251004-2979,PRD-0093,2,49500,0
ITM-0018351,TRX-B251004-2979,PRD-0114,2,25000,0
ITM-0018352,TRX-B251004-2978,PRD-0097,1,18000,0
ITM-0018353,TRX-B251004-2978,PRD-0113,2,15000,0
ITM-0018354,TRX-B251004-2978,PRD-0072,1,20000,5000
ITM-0018355,TRX-B251004-3948,PRD-0013,2,12000,2000
ITM-0018356,TRX-B251004-3948,PRD-0011,2,28000,2000
ITM-0018357,TRX-B251004-3043,PRD-0014,3,15000,0
ITM-0018358,TRX-B251004-3043,PRD-0087,2,12000,0
ITM-0018359,TRX-B251004-3043,PRD-0007,3,32000,1000
ITM-0018360,TRX-B251004-6390,PRD-0007,1,32000,5000
ITM-0018361,TRX-B251004-6390,PRD-0102,2,15000,0
ITM-0018362,TRX-B251004-1947,PRD-0038,1,45000,0
ITM-0018363,TRX-B251004-1947,PRD-0027,1,25000,0
ITM-0018364,TRX-B251004-7330,PRD-0011,3,28000,0
ITM-0018365,TRX-B251004-7757,PRD-0115,1,18000,0
ITM-0018366,TRX-B251004-7757,PRD-0039,3,22000,0
ITM-0018367,TRX-B251004-7757,PRD-0055,2,20000,5000
ITM-0018368,TRX-B251004-8788,PRD-0008,1,12000,0
ITM-0018369,TRX-B251004-8788,PRD-0089,1,25000,0
ITM-0018370,TRX-B251004-8788,PRD-0011,3,28000,2000
ITM-0018371,TRX-B251005-8588,PRD-0030,3,32000,5000
ITM-0018372,TRX-B251005-8588,PRD-0007,3,32000,5000
ITM-0018373,TRX-B251005-1993,PRD-0014,2,15000,5000
ITM-0018374,TRX-B251005-3581,PRD-0085,2,18000,1000
ITM-0018375,TRX-B251005-3581,PRD-0074,2,45000,0
ITM-0018376,TRX-B251005-3581,PRD-0053,2,45000,0
ITM-0018377,TRX-B251005-3729,PRD-0061,1,30800,1000
ITM-0018378,TRX-B251005-3729,PRD-0074,1,45000,2000
ITM-0018379,TRX-B251005-1342,PRD-0087,2,12000,0
ITM-0018380,TRX-B251005-9983,PRD-0076,3,22000,5000
ITM-0018381,TRX-B251005-9983,PRD-0098,1,19800,0
ITM-0018382,TRX-B251005-9983,PRD-0100,1,28000,2000
ITM-0018383,TRX-B251005-9466,PRD-0033,1,15000,1000
ITM-0018384,TRX-B251005-9466,PRD-0062,2,18000,0
ITM-0018385,TRX-B251005-9466,PRD-0014,3,15000,0
ITM-0018386,TRX-B251005-3592,PRD-0006,3,20000,0
ITM-0018387,TRX-B251005-5227,PRD-0060,3,12000,0
ITM-0018388,TRX-B251005-5227,PRD-0090,3,18000,0
ITM-0018389,TRX-B251005-5738,PRD-0089,2,25000,0
ITM-0018390,TRX-B251005-5738,PRD-0045,1,12000,1000
ITM-0018391,TRX-B251005-8759,PRD-0116,1,49500,5000
ITM-0018392,TRX-B251005-3885,PRD-0029,3,32000,2000
ITM-0018393,TRX-B251005-3885,PRD-0062,3,18000,2000
ITM-0018394,TRX-B251005-3885,PRD-0060,1,12000,5000
ITM-0018395,TRX-B251005-5769,PRD-0104,1,12000,1000
ITM-0018396,TRX-B251005-1274,PRD-0043,2,12000,0
ITM-0018397,TRX-B251005-1274,PRD-0087,2,12000,0
ITM-0018398,TRX-B251005-2531,PRD-0109,-1,32000,0
ITM-0018399,TRX-B251005-4410,PRD-0093,1,49500,2000
ITM-0018400,TRX-B251005-4410,PRD-0076,3,22000,1000
ITM-0018401,TRX-B251005-4410,PRD-0017,2,19800,5000
ITM-0018402,TRX-B251005-5763,PRD-0010,1,45000,0
ITM-0018403,TRX-B251005-5763,PRD-0017,1,19800,5000
ITM-0018404,TRX-B251006-2512,PRD-0019,2,25000,0
ITM-0018405,TRX-B251006-2512,PRD-0002,3,12000,0
ITM-0018406,TRX-B251006-9373,PRD-0086,1,32000,5000
ITM-0018407,TRX-B251006-9373,PRD-0014,1,15000,0
ITM-0018408,TRX-B251006-5254,PRD-0077,2,22000,0
ITM-0018409,TRX-B251006-6610,PRD-0010,3,45000,2000
ITM-0018410,TRX-B251006-6610,PRD-0088,1,45000,0
ITM-0018411,TRX-B251006-1170,PRD-0116,2,49500,2000
ITM-0018412,TRX-B251006-4278,PRD-0040,1,22000,0
ITM-0018413,TRX-B251006-4278,PRD-0083,2,22000,5000
ITM-0018414,TRX-B251006-4278,PRD-0097,1,18000,1000
ITM-0018415,TRX-B251006-4592,PRD-0025,1,20000,2000
ITM-0018416,TRX-B251006-4592,PRD-0103,3,28000,0
ITM-0018417,TRX-B251006-3498,PRD-0032,1,32000,0
ITM-0018418,TRX-B251006-5559,PRD-0096,1,18000,0
ITM-0018419,TRX-B251006-5559,PRD-0084,3,28000,0
ITM-0018420,TRX-B251006-2623,PRD-0021,2,32000,0
ITM-0018421,TRX-B251006-2623,PRD-0097,1,18000,1000
ITM-0018422,TRX-B251006-2623,PRD-0062,2,18000,0
ITM-0018423,TRX-B251006-1489,PRD-0037,1,20000,0
ITM-0018424,TRX-B251006-1489,PRD-0099,1,45000,5000
ITM-0018425,TRX-B251006-1489,PRD-0080,1,28000,0
ITM-0018426,TRX-B251006-4708,PRD-0045,1,12000,0
ITM-0018427,TRX-B251006-7488,PRD-0047,1,22000,2000
ITM-0018428,TRX-B251006-7488,PRD-0077,1,22000,0
ITM-0018429,TRX-B251006-8617,PRD-0064,1,35200,0
ITM-0018430,TRX-B251006-4230,PRD-0064,2,35200,5000
ITM-0018431,TRX-B251006-4230,PRD-0038,1,45000,2000
ITM-0018432,TRX-B251006-8512,PRD-0064,1,35200,0
ITM-0018433,TRX-B251006-8512,PRD-0022,3,19800,5000
ITM-0018434,TRX-B251006-8512,PRD-0036,3,22000,1000
ITM-0018435,TRX-B251006-3006,PRD-0098,2,19800,0
ITM-0018436,TRX-B251006-3006,PRD-0008,1,12000,5000
ITM-0018437,TRX-B251006-5947,PRD-0072,-1,20000,5000
ITM-0018438,TRX-B251007-3518,PRD-0084,2,28000,0
ITM-0018439,TRX-B251007-3518,PRD-0092,1,32000,0
ITM-0018440,TRX-B251007-4300,PRD-0095,1,20000,0
ITM-0018441,TRX-B251007-6333,PRD-0090,1,18000,0
ITM-0018442,TRX-B251007-6333,PRD-0023,-1,22000,0
ITM-0018443,TRX-B251007-9521,PRD-0013,2,12000,0
ITM-0018444,TRX-B251007-9521,PRD-0068,-1,20000,0
ITM-0018445,TRX-B251007-4749,PRD-0099,2,45000,0
ITM-0018446,TRX-B251007-1553,PRD-0015,2,15000,0
ITM-0018447,TRX-B251007-1553,PRD-0069,1,35200,2000
ITM-0018448,TRX-B251007-1553,PRD-0030,1,32000,0
ITM-0018452,TRX-B251007-2590,PRD-0094,1,22000,0
ITM-0018453,TRX-B251007-2590,PRD-0033,2,15000,0
ITM-0018454,TRX-B251007-9860,PRD-0098,2,19800,2000
ITM-0018455,TRX-B251007-9860,PRD-0088,2,45000,0
ITM-0018456,TRX-B251007-9860,PRD-0010,1,45000,0
ITM-0018457,TRX-B251007-6398,PRD-0031,1,22000,0
ITM-0018458,TRX-B251007-6398,PRD-0026,2,18000,0
ITM-0018459,TRX-B251007-6398,PRD-0045,3,12000,2000
ITM-0018460,TRX-B251007-5045,PRD-0029,1,32000,0
ITM-0018461,TRX-B251007-3484,PRD-0106,2,45000,0
ITM-0018462,TRX-B251007-3484,PRD-0009,1,12000,0
ITM-0018463,TRX-B251007-8420,PRD-0042,2,45000,1000
ITM-0018464,TRX-B251007-1125,PRD-0085,1,18000,1000
ITM-0018465,TRX-B251007-1125,PRD-0005,1,12000,0
ITM-0018466,TRX-B251007-1125,PRD-0064,-1,35200,0
ITM-0018467,TRX-B251007-5395,PRD-0077,2,22000,2000
ITM-0018468,TRX-B251007-5395,PRD-0065,2,45000,2000
ITM-0018469,TRX-B251008-9854,PRD-0100,1,28000,2000
ITM-0018470,TRX-B251008-3196,PRD-0105,1,12000,0
ITM-0018471,TRX-B251008-3196,PRD-0076,3,22000,0
ITM-0018472,TRX-B251008-3196,PRD-0069,3,35200,5000
ITM-0018473,TRX-B251008-4985,PRD-0079,1,32000,0
ITM-0018474,TRX-B251008-1683,PRD-0108,1,27500,5000
ITM-0018475,TRX-B251008-1683,PRD-0047,2,22000,0
ITM-0018476,TRX-B251008-2646,PRD-0052,1,20000,0
ITM-0018477,TRX-B251008-7024,PRD-0086,1,32000,1000
ITM-0018478,TRX-B251008-3322,PRD-0009,1,12000,0
ITM-0018479,TRX-B251008-3218,PRD-0017,2,19800,2000
ITM-0018480,TRX-B251008-3218,PRD-0039,3,22000,0
ITM-0018481,TRX-B251008-4819,PRD-0031,1,22000,0
ITM-0018482,TRX-B251008-6423,PRD-0022,1,19800,1000
ITM-0018483,TRX-B251008-6423,PRD-0056,1,45000,0
ITM-0018484,TRX-B251008-4246,PRD-0118,1,22000,2000
ITM-0018485,TRX-B251008-3899,PRD-0041,2,13200,1000
ITM-0018486,TRX-B251008-3899,PRD-0025,1,20000,5000
ITM-0018487,TRX-B251008-6156,PRD-0005,2,12000,1000
ITM-0018488,TRX-B251008-6156,PRD-0064,2,35200,0
ITM-0018489,TRX-B251009-9235,PRD-0032,1,32000,2000
ITM-0018490,TRX-B251009-9235,PRD-0021,1,32000,0
ITM-0018491,TRX-B251009-8451,PRD-0020,1,13200,0
ITM-0018492,TRX-B251009-5198,PRD-0098,1,19800,0
ITM-0018493,TRX-B251009-5198,PRD-0065,1,45000,2000
ITM-0018494,TRX-B251009-5198,PRD-0116,1,49500,0
ITM-0018495,TRX-B251009-3933,PRD-0066,1,25000,1000
ITM-0018496,TRX-B251009-3933,PRD-0055,3,20000,2000
ITM-0018497,TRX-B251009-3933,PRD-0052,2,20000,1000
ITM-0018498,TRX-B251009-4291,PRD-0062,3,18000,5000
ITM-0018499,TRX-B251009-6096,PRD-0089,3,25000,1000
ITM-0018500,TRX-B251009-6096,PRD-0088,3,45000,1000
ITM-0018501,TRX-B251009-6096,PRD-0049,1,22000,0
ITM-0018502,TRX-B251009-9165,PRD-0070,1,32000,0
ITM-0018503,TRX-B251009-8281,PRD-0044,2,32000,2000
ITM-0018504,TRX-B251009-8281,PRD-0025,1,20000,2000
ITM-0018505,TRX-B251009-8281,PRD-0082,1,18000,1000
ITM-0018506,TRX-B251009-2392,PRD-0071,2,20000,2000
ITM-0018507,TRX-B251009-2392,PRD-0061,1,30800,0
ITM-0018508,TRX-B251009-6288,PRD-0025,3,20000,1000
ITM-0018509,TRX-B251009-6288,PRD-0049,3,22000,0
ITM-0018510,TRX-B251009-6288,PRD-0036,2,22000,2000
ITM-0018511,TRX-B251009-5201,PRD-0090,1,18000,0
ITM-0018512,TRX-B251009-5201,PRD-0101,1,28000,0
ITM-0018513,TRX-B251009-5673,PRD-0101,1,28000,2000
ITM-0018514,TRX-B251009-5673,PRD-0009,1,12000,0
ITM-0018515,TRX-B251009-5673,PRD-0076,2,22000,0
ITM-0018516,TRX-B251009-6991,PRD-0016,2,19800,0
ITM-0018517,TRX-B251009-6991,PRD-0054,1,15000,1000
ITM-0018518,TRX-B251009-6991,PRD-0031,1,22000,2000
ITM-0018519,TRX-B251009-3025,PRD-0028,1,35200,0
ITM-0018520,TRX-B251009-6773,PRD-0103,2,28000,5000
ITM-0018521,TRX-B251009-6773,PRD-0086,1,32000,1000
ITM-0018522,TRX-B251010-3153,PRD-0090,2,18000,0
ITM-0018523,TRX-B251010-2783,PRD-0077,1,22000,0
ITM-0018524,TRX-B251010-2783,PRD-0049,1,22000,0
ITM-0018525,TRX-B251010-8090,PRD-0016,1,19800,0
ITM-0018526,TRX-B251010-8090,PRD-0075,1,15000,5000
ITM-0018527,TRX-B251010-8090,PRD-0102,3,15000,2000
ITM-0018528,TRX-B251010-3619,PRD-0049,3,22000,0
ITM-0018529,TRX-B251010-1957,PRD-0081,1,28000,5000
ITM-0018530,TRX-B251010-4158,PRD-0039,3,22000,0
ITM-0018531,TRX-B251010-4158,PRD-0060,2,12000,2000
ITM-0018532,TRX-B251010-3080,PRD-0083,1,22000,1000
ITM-0018533,TRX-B251010-2248,PRD-0068,3,20000,0
ITM-0018534,TRX-B251011-6792,PRD-0066,1,25000,0
ITM-0018535,TRX-B251011-6792,PRD-0050,2,32000,0
ITM-0018536,TRX-B251011-6792,PRD-0033,3,15000,0
ITM-0018537,TRX-B251011-5739,PRD-0110,3,20000,2000
ITM-0018538,TRX-B251011-5739,PRD-0061,2,30800,1000
ITM-0018539,TRX-B251011-5739,PRD-0073,1,20000,0
ITM-0018540,TRX-B251011-1594,PRD-0078,2,20000,2000
ITM-0018541,TRX-B251011-1594,PRD-0093,3,49500,0
ITM-0018542,TRX-B251011-1594,PRD-0001,1,25000,2000
ITM-0018543,TRX-B251011-7577,PRD-0030,3,32000,5000
ITM-0018544,TRX-B251011-7577,PRD-0034,3,45000,0
ITM-0018545,TRX-B251011-7577,PRD-0120,1,15000,1000
ITM-0018546,TRX-B251011-4185,PRD-0038,1,45000,2000
ITM-0018547,TRX-B251011-8207,PRD-0074,1,45000,2000
ITM-0018548,TRX-B251011-3702,PRD-0040,3,22000,5000
ITM-0018549,TRX-B251011-3702,PRD-0059,2,13200,5000
ITM-0018550,TRX-B251011-1006,PRD-0103,3,28000,0
ITM-0018551,TRX-B251011-1006,PRD-0107,1,15000,2000
ITM-0018552,TRX-B251011-1006,PRD-0005,2,12000,0
ITM-0018553,TRX-B251011-3344,PRD-0013,2,12000,2000
ITM-0018554,TRX-B251011-8100,PRD-0115,3,18000,5000
ITM-0018555,TRX-B251011-8100,PRD-0099,1,45000,1000
ITM-0018556,TRX-B251011-8100,PRD-0088,2,45000,2000
ITM-0018557,TRX-B251011-4381,PRD-0092,2,32000,5000
ITM-0018558,TRX-B251011-4381,PRD-0028,3,35200,2000
ITM-0018559,TRX-B251011-6388,PRD-0026,3,18000,0
ITM-0018560,TRX-B251011-3431,PRD-0101,1,28000,0
ITM-0018561,TRX-B251011-3431,PRD-0027,3,25000,2000
ITM-0018562,TRX-B251011-2160,PRD-0108,1,27500,0
ITM-0018563,TRX-B251011-9395,PRD-0030,1,32000,0
ITM-0018564,TRX-B251012-5889,PRD-0064,1,35200,2000
ITM-0018565,TRX-B251012-5889,PRD-0052,2,20000,5000
ITM-0018566,TRX-B251012-5609,PRD-0023,2,22000,5000
ITM-0018567,TRX-B251012-1927,PRD-0071,1,20000,2000
ITM-0018568,TRX-B251012-4503,PRD-0117,2,12000,0
ITM-0018569,TRX-B251012-1858,PRD-0054,1,15000,0
ITM-0018570,TRX-B251012-1858,PRD-0075,3,15000,5000
ITM-0018571,TRX-B251012-1858,PRD-0090,1,18000,0
ITM-0018572,TRX-B251012-1118,PRD-0106,1,45000,0
ITM-0018573,TRX-B251012-7858,PRD-0094,2,22000,0
ITM-0018574,TRX-B251012-7858,PRD-0096,2,18000,0
ITM-0018575,TRX-B251012-5349,PRD-0076,1,22000,0
ITM-0018576,TRX-B251012-5349,PRD-0094,3,22000,5000
ITM-0018577,TRX-B251012-5349,PRD-0006,1,20000,2000
ITM-0018578,TRX-B251012-5985,PRD-0005,1,12000,0
ITM-0018579,TRX-B251012-5985,PRD-0111,1,18000,0
ITM-0018580,TRX-B251012-5985,PRD-0103,1,28000,0
ITM-0018581,TRX-B251012-4050,PRD-0081,2,28000,2000
ITM-0018582,TRX-B251012-4050,PRD-0077,2,22000,2000
ITM-0018583,TRX-B251012-4050,PRD-0021,1,32000,0
ITM-0018584,TRX-B251012-8904,PRD-0046,1,32000,0
ITM-0018585,TRX-B251012-8904,PRD-0041,1,13200,5000
ITM-0018586,TRX-B251012-6180,PRD-0043,3,12000,0
ITM-0018587,TRX-B251012-6180,PRD-0058,2,35200,2000
ITM-0018588,TRX-B251013-8536,PRD-0094,1,22000,0
ITM-0018589,TRX-B251013-8536,PRD-0095,1,20000,0
ITM-0018590,TRX-B251013-7064,PRD-0085,1,18000,5000
ITM-0018591,TRX-B251013-7064,PRD-0101,3,28000,5000
ITM-0018592,TRX-B251013-7064,PRD-0106,2,45000,1000
ITM-0018593,TRX-B251013-5593,PRD-0109,3,32000,0
ITM-0018594,TRX-B251013-2564,PRD-0091,1,28000,5000
ITM-0018595,TRX-B251013-8139,PRD-0060,1,12000,0
ITM-0018596,TRX-B251013-8139,PRD-0068,3,20000,2000
ITM-0018597,TRX-B251013-8139,PRD-0017,3,19800,1000
ITM-0018598,TRX-B251013-3874,PRD-0109,1,32000,0
ITM-0018599,TRX-B251013-3371,PRD-0115,1,18000,2000
ITM-0018600,TRX-B251013-2969,PRD-0027,2,25000,0
ITM-0018601,TRX-B251013-9092,PRD-0037,3,20000,0
ITM-0018602,TRX-B251013-4769,PRD-0033,2,15000,5000
ITM-0018603,TRX-B251013-4769,PRD-0056,1,45000,0
ITM-0018604,TRX-B251013-4769,PRD-0087,2,12000,1000
ITM-0018605,TRX-B251013-3374,PRD-0079,2,32000,0
ITM-0018606,TRX-B251013-3374,PRD-0075,1,15000,0
ITM-0018607,TRX-B251013-3374,PRD-0056,1,45000,0
ITM-0018608,TRX-B251013-7602,PRD-0089,1,25000,5000
ITM-0018609,TRX-B251013-7602,PRD-0074,2,45000,0
ITM-0018610,TRX-B251013-4781,PRD-0062,2,18000,0
ITM-0018611,TRX-B251013-7028,PRD-0049,2,22000,2000
ITM-0018612,TRX-B251013-7028,PRD-0084,2,28000,2000
ITM-0018613,TRX-B251013-7028,PRD-0044,1,32000,2000
ITM-0018614,TRX-B251013-4769,PRD-0060,1,12000,0
ITM-0018615,TRX-B251013-4769,PRD-0117,1,12000,1000
ITM-0018616,TRX-B251013-4769,PRD-0042,1,45000,1000
ITM-0018617,TRX-B251013-1501,PRD-0011,1,28000,0
ITM-0018618,TRX-B251013-1501,PRD-0103,1,28000,2000
ITM-0018619,TRX-B251013-1501,PRD-0074,1,45000,0
ITM-0018620,TRX-B251013-4027,PRD-0008,2,12000,0
ITM-0018621,TRX-B251013-4027,PRD-0054,2,15000,0
ITM-0018622,TRX-B251013-4027,PRD-0090,1,18000,0
ITM-0018623,TRX-B251013-4584,PRD-0085,1,18000,2000
ITM-0018624,TRX-B251013-4584,PRD-0070,1,32000,0
ITM-0018625,TRX-B251013-4584,PRD-0064,1,35200,0
ITM-0018626,TRX-B251013-8126,PRD-0017,1,19800,0
ITM-0018627,TRX-B251013-8126,PRD-0041,1,13200,0
ITM-0018628,TRX-B251013-5410,PRD-0049,2,22000,0
ITM-0018629,TRX-B251014-7280,PRD-0017,-1,19800,5000
ITM-0018630,TRX-B251014-7280,PRD-0008,2,12000,0
ITM-0018631,TRX-B251014-7280,PRD-0092,2,32000,1000
ITM-0018632,TRX-B251014-6651,PRD-0026,1,18000,0
ITM-0018633,TRX-B251014-6651,PRD-0117,2,12000,0
ITM-0018634,TRX-B251014-5913,PRD-0030,1,32000,0
ITM-0018635,TRX-B251014-6196,PRD-0083,2,22000,0
ITM-0018636,TRX-B251014-6196,PRD-0077,3,22000,0
ITM-0018637,TRX-B251014-6196,PRD-0017,3,19800,0
ITM-0018638,TRX-B251014-5266,PRD-0036,1,22000,0
ITM-0018639,TRX-B251014-5266,PRD-0066,2,25000,0
ITM-0018640,TRX-B251014-5266,PRD-0066,1,25000,0
ITM-0018641,TRX-B251014-6951,PRD-0008,1,12000,1000
ITM-0018642,TRX-B251014-6951,PRD-0084,3,28000,0
ITM-0018643,TRX-B251014-9404,PRD-0062,2,18000,1000
ITM-0018644,TRX-B251014-9404,PRD-0027,2,25000,1000
ITM-0018645,TRX-B251014-5290,PRD-0106,1,45000,0
ITM-0018646,TRX-B251014-6776,PRD-0111,1,18000,0
ITM-0018647,TRX-B251014-6776,PRD-0105,1,12000,0
ITM-0018648,TRX-B251014-6776,PRD-0029,2,32000,0
ITM-0018649,TRX-B251014-3880,PRD-0089,1,25000,5000
ITM-0018650,TRX-B251014-3880,PRD-0014,3,15000,0
ITM-0018651,TRX-B251014-3880,PRD-0068,2,20000,1000
ITM-0018652,TRX-B251014-8675,PRD-0016,2,19800,0
ITM-0018653,TRX-B251014-8675,PRD-0092,1,32000,5000
ITM-0018654,TRX-B251014-8675,PRD-0118,2,22000,5000
ITM-0018655,TRX-B251014-7530,PRD-0082,1,18000,2000
ITM-0018656,TRX-B251014-7530,PRD-0019,2,25000,0
ITM-0018657,TRX-B251014-6443,PRD-0052,2,20000,0
ITM-0018658,TRX-B251014-8318,PRD-0082,2,18000,1000
ITM-0018659,TRX-B251014-8318,PRD-0065,1,45000,5000
ITM-0018660,TRX-B251014-8318,PRD-0057,1,16500,2000
ITM-0018661,TRX-B251014-1867,PRD-0016,2,19800,0
ITM-0018662,TRX-B251014-1867,PRD-0076,1,22000,0
ITM-0018663,TRX-B251014-1867,PRD-0107,3,15000,0
ITM-0018664,TRX-B251014-2335,PRD-0037,3,20000,5000
ITM-0018665,TRX-B251014-1837,PRD-0060,-1,12000,0
ITM-0018666,TRX-B251014-7379,PRD-0070,2,32000,1000
ITM-0018667,TRX-B251014-7379,PRD-0070,1,32000,0
ITM-0018668,TRX-B251014-1089,PRD-0036,2,22000,0
ITM-0018669,TRX-B251015-3397,PRD-0083,1,22000,5000
ITM-0018670,TRX-B251015-3397,PRD-0036,1,22000,2000
ITM-0018671,TRX-B251015-3397,PRD-0066,2,25000,0
